event_id,shipment_id,delay_reason,delay_days,weather_impact,port_congestion
EVT001536,SHP002425,Port Congestion,9,0.45,0.82
EVT001537,SHP002712,Mechanical,6,0.59,0.29
EVT001538,SHP002356,Weather,12,0.75,0.46
EVT001539,SHP000859,Mechanical,12,0.95,0.79
EVT001540,SHP000317,Customs,11,0.04,0.21
EVT001541,SHP002926,Mechanical,8,0.17,0.43
EVT001542,SHP001133,Customs,2,0.49,0.54
EVT001543,SHP000836,Port Congestion,7,0.7,0.06
EVT001544,SHP002617,Mechanical,10,0.14,0.6
EVT001545,SHP000020,Port Congestion,1,0.4,0.34
EVT001546,SHP000543,Weather,14,0.88,0.21
EVT001547,SHP000116,Port Congestion,4,0.39,0.23
EVT001548,SHP000244,Weather,11,0.51,0.01
EVT001549,SHP001358,Port Congestion,1,0.42,0.63
EVT001550,SHP002032,Port Congestion,2,0.32,0.28
EVT001551,SHP001276,Customs,10,0.57,0.76
EVT001552,SHP000644,Mechanical,7,0.93,0.44
EVT001553,SHP001067,Mechanical,14,0.03,0.23
EVT001554,SHP000757,Mechanical,11,0.14,0.14
EVT001555,SHP001278,Customs,4,0.08,0.82
EVT001556,SHP000597,Weather,4,0.72,0.72
EVT001557,SHP001646,Port Congestion,8,0.13,0.1
EVT001558,SHP002121,Mechanical,1,0.31,0.38
EVT001559,SHP000582,Customs,5,0.73,0.06
EVT001560,SHP002399,Customs,13,0.17,0.11
EVT001561,SHP001067,Port Congestion,13,0.98,0.4
EVT001562,SHP001410,Mechanical,9,0.65,0.25
EVT001563,SHP000237,Customs,10,0.81,0.12
EVT001564,SHP002295,Weather,12,0.54,0.88
EVT001565,SHP001180,Mechanical,9,0.87,0.72
EVT001566,SHP002865,Mechanical,9,0.17,0.38
EVT001567,SHP001426,Weather,5,0.05,0.98
EVT001568,SHP001495,Weather,7,0.53,0.78
EVT001569,SHP001668,Mechanical,10,0.6,0.31
EVT001570,SHP001251,Customs,11,0.49,0.88
EVT001571,SHP001321,Weather,7,0.06,0.55
EVT001572,SHP002400,Customs,2,0.83,0.18
EVT001573,SHP000314,Customs,6,0.95,0.69
EVT001574,SHP000793,Customs,3,0.69,0.28
EVT001575,SHP001269,Weather,9,0.1,0.09
EVT001576,SHP002276,Customs,5,0.43,0.53
EVT001577,SHP002288,Port Congestion,13,0.84,0.56
EVT001578,SHP000320,Weather,9,0.92,0.52
EVT001579,SHP001535,Port Congestion,5,0.34,0.58
EVT001580,SHP001037,Weather,3,0.23,0.31
EVT001581,SHP001609,Port Congestion,4,0.69,0.77
EVT001582,SHP000064,Customs,3,0.09,0.54
EVT001583,SHP001109,Mechanical,12,0.15,0.75
EVT001584,SHP000194,Mechanical,5,0.46,0.9
EVT001585,SHP001373,Customs,7,0.59,0.35
EVT001586,SHP002321,Mechanical,11,0.99,0.78
EVT001587,SHP002086,Port Congestion,5,0.14,0.51
EVT001588,SHP000786,Weather,7,0.45,0.61
EVT001589,SHP002675,Port Congestion,3,0.51,0.28
EVT001590,SHP001744,Port Congestion,9,0.94,0.07
EVT001591,SHP002801,Weather,13,0.86,0.32
EVT001592,SHP001613,Port Congestion,11,0.25,0.75
EVT001593,SHP000012,Mechanical,3,0.02,0.72
EVT001594,SHP000484,Weather,4,0.26,0.85
EVT001595,SHP000645,Mechanical,7,0.24,0.62
EVT001596,SHP001046,Mechanical,10,0.24,0.05
EVT001597,SHP000112,Port Congestion,2,0.94,0.77
EVT001598,SHP002081,Weather,8,0.12,0.16
EVT001599,SHP001713,Customs,8,0.84,0.93
EVT001600,SHP000856,Customs,9,0.65,0.22
EVT001601,SHP000721,Customs,14,0.28,0.41
EVT001602,SHP002512,Mechanical,5,0.79,0.08
EVT001603,SHP002048,Port Congestion,13,0.1,0.22
EVT001604,SHP000754,Weather,13,0.46,0.52
EVT001605,SHP001429,Customs,5,0.18,0.97
EVT001606,SHP001131,Customs,1,0.65,0.71
EVT001607,SHP002109,Mechanical,13,0.33,0.14
EVT001608,SHP001435,Customs,6,0.94,0.33
EVT001609,SHP001283,Port Congestion,6,0.68,0.15
EVT001610,SHP002343,Customs,2,0.42,0.89
EVT001611,SHP001415,Weather,3,0.69,0.06
EVT001612,SHP002360,Weather,14,0.59,0.26
EVT001613,SHP002753,Port Congestion,13,0.87,0.54
EVT001614,SHP001950,Customs,14,0.39,0.96
EVT001615,SHP002162,Port Congestion,9,0.35,0.29
EVT001616,SHP001525,Customs,2,0.42,0.07
EVT001617,SHP002024,Mechanical,14,0.66,0.04
EVT001618,SHP002643,Mechanical,14,0.38,0.7
EVT001619,SHP001635,Customs,12,0.78,0.12
EVT001620,SHP000084,Mechanical,7,0.79,0.92
EVT001621,SHP001804,Mechanical,5,0.29,0.55
EVT001622,SHP001058,Port Congestion,4,0.39,0.88
EVT001623,SHP000282,Port Congestion,1,0.63,0.91
EVT001624,SHP001385,Weather,5,0.29,0.05
EVT001625,SHP001401,Mechanical,6,0.95,0.72
EVT001626,SHP000798,Customs,9,0.28,0.38
EVT001627,SHP001154,Mechanical,7,0.76,0.3
EVT001628,SHP001559,Mechanical,14,0.75,0.92
EVT001629,SHP000885,Mechanical,8,0.98,0.48
EVT001630,SHP002719,Customs,4,0.34,0.47
EVT001631,SHP000282,Customs,11,0.94,0.41
EVT001632,SHP002841,Port Congestion,9,0.58,0.84
EVT001633,SHP000049,Mechanical,13,1.0,0.34
EVT001634,SHP000620,Mechanical,1,0.57,0.94
EVT001635,SHP001052,Mechanical,8,0.59,0.76
EVT001636,SHP000164,Mechanical,4,0.25,0.45
EVT001637,SHP000951,Mechanical,13,0.23,0.69
EVT001638,SHP001906,Port Congestion,2,1.0,0.55
EVT001639,SHP000065,Customs,7,0.46,0.92
EVT001640,SHP002125,Customs,6,0.89,0.49
EVT001641,SHP002894,Port Congestion,3,0.59,0.69
EVT001642,SHP001676,Mechanical,1,0.3,0.39
EVT001643,SHP001759,Port Congestion,7,0.15,0.72
EVT001644,SHP002377,Mechanical,13,0.39,0.7
EVT001645,SHP002907,Mechanical,8,0.91,0.23
EVT001646,SHP000316,Weather,7,0.78,0.33
EVT001647,SHP002661,Port Congestion,5,0.1,0.9
EVT001648,SHP000021,Customs,2,0.07,0.28
EVT001649,SHP002995,Weather,5,0.74,0.69
EVT001650,SHP001511,Port Congestion,12,0.54,0.21
EVT001651,SHP000131,Weather,10,0.6,0.75
EVT001652,SHP001633,Mechanical,12,0.65,0.71
EVT001653,SHP001552,Mechanical,6,0.68,0.4
EVT001654,SHP001070,Weather,10,0.37,0.95
EVT001655,SHP002534,Mechanical,12,0.18,0.47
EVT001656,SHP002335,Customs,11,0.52,0.76
EVT001657,SHP000156,Port Congestion,14,0.3,0.12
EVT001658,SHP000285,Port Congestion,10,0.88,0.39
EVT001659,SHP002516,Customs,13,0.84,0.45
EVT001660,SHP001323,Weather,12,0.29,0.34
EVT001661,SHP000652,Mechanical,13,0.03,0.22
EVT001662,SHP002377,Weather,9,0.14,0.6
EVT001663,SHP002673,Customs,13,0.88,0.3
EVT001664,SHP002651,Mechanical,11,0.12,0.68
EVT001665,SHP001412,Customs,12,0.63,0.51
EVT001666,SHP001708,Port Congestion,1,0.21,0.26
EVT001667,SHP001967,Mechanical,10,0.2,0.63
EVT001668,SHP002688,Port Congestion,8,0.49,0.08
EVT001669,SHP001566,Port Congestion,13,0.42,0.27
EVT001670,SHP002511,Weather,8,0.1,0.29
EVT001671,SHP000413,Port Congestion,1,0.07,0.1
EVT001672,SHP000112,Customs,12,0.34,0.29
EVT001673,SHP002905,Customs,13,0.36,0.1
EVT001674,SHP001217,Weather,10,0.86,0.72
EVT001675,SHP002765,Customs,14,0.68,0.4
EVT001676,SHP002532,Weather,1,0.3,0.67
EVT001677,SHP000686,Customs,7,0.44,0.87
EVT001678,SHP002606,Customs,7,0.2,0.89
EVT001679,SHP001392,Weather,13,0.33,0.25
EVT001680,SHP000265,Mechanical,11,0.54,0.14
EVT001681,SHP001852,Weather,14,0.38,0.55
EVT001682,SHP000932,Customs,12,0.87,0.55
EVT001683,SHP000767,Mechanical,13,0.05,0.79
EVT001684,SHP002892,Port Congestion,8,0.46,0.87
EVT001685,SHP002237,Customs,4,0.79,0.18
EVT001686,SHP000266,Weather,5,0.17,0.88
EVT001687,SHP000968,Mechanical,2,0.13,0.04
EVT001688,SHP001611,Customs,1,0.32,0.98
EVT001689,SHP001291,Customs,9,0.13,0.65
EVT001690,SHP002998,Weather,13,0.57,0.5
EVT001691,SHP000826,Customs,5,0.93,0.64
EVT001692,SHP001838,Mechanical,8,0.95,0.58
EVT001693,SHP000676,Mechanical,1,0.29,0.97
EVT001694,SHP000994,Port Congestion,6,0.32,0.53
EVT001695,SHP000885,Customs,5,0.01,0.31
EVT001696,SHP001257,Mechanical,3,0.4,0.4
EVT001697,SHP001055,Weather,9,0.18,0.22
EVT001698,SHP002487,Port Congestion,1,0.79,0.23
EVT001699,SHP000820,Mechanical,9,0.82,0.94
EVT001700,SHP001170,Mechanical,10,0.94,0.22
EVT001701,SHP002970,Port Congestion,7,0.18,0.34
EVT001702,SHP002395,Weather,2,0.8,0.33
EVT001703,SHP001581,Mechanical,12,0.39,0.55
EVT001704,SHP001325,Customs,11,0.2,0.57
EVT001705,SHP000781,Port Congestion,7,0.4,0.99
EVT001706,SHP000794,Mechanical,12,0.79,0.11
EVT001707,SHP001943,Mechanical,4,0.24,0.4
EVT001708,SHP002258,Port Congestion,3,0.94,0.54
EVT001709,SHP001661,Port Congestion,8,0.26,0.34
EVT001710,SHP002968,Customs,11,0.67,0.84
EVT001711,SHP001958,Port Congestion,6,0.81,0.28
EVT001712,SHP000806,Customs,14,0.68,0.84
EVT001713,SHP002725,Customs,6,0.45,0.1
EVT001714,SHP002190,Weather,6,0.8,0.05
EVT001715,SHP001320,Weather,8,0.21,0.23
EVT001716,SHP002481,Port Congestion,14,0.87,0.3
EVT001717,SHP002707,Mechanical,8,0.33,0.12
EVT001718,SHP000330,Weather,11,0.25,0.7
EVT001719,SHP001025,Customs,5,0.66,0.28
EVT001720,SHP000603,Port Congestion,10,0.48,0.2
EVT001721,SHP001760,Port Congestion,3,0.27,0.04
EVT001722,SHP000261,Port Congestion,7,0.44,0.23
EVT001723,SHP001879,Port Congestion,13,0.49,0.81
EVT001724,SHP000395,Port Congestion,1,0.25,0.63
EVT001725,SHP000782,Mechanical,6,0.04,0.69
EVT001726,SHP000378,Customs,13,0.53,0.05
EVT001727,SHP002922,Weather,10,0.33,0.11
EVT001728,SHP001395,Weather,4,0.64,0.54
EVT001729,SHP000317,Weather,6,0.37,0.62
EVT001730,SHP000620,Mechanical,12,0.71,0.53
EVT001731,SHP001865,Customs,10,0.98,0.64
EVT001732,SHP000575,Weather,3,0.55,0.42
EVT001733,SHP000543,Port Congestion,14,0.39,0.66
EVT001734,SHP001881,Customs,4,0.59,0.3
EVT001735,SHP000461,Weather,14,0.48,0.2
EVT001736,SHP000314,Mechanical,9,0.77,0.85
EVT001737,SHP001823,Port Congestion,9,0.52,0.67
EVT001738,SHP002338,Mechanical,5,0.61,0.32
EVT001739,SHP000626,Weather,3,0.02,0.23
EVT001740,SHP001748,Mechanical,5,0.2,0.93
EVT001741,SHP000345,Customs,14,0.57,0.86
EVT001742,SHP001225,Port Congestion,7,0.54,0.78
EVT001743,SHP001694,Customs,11,0.12,0.22
EVT001744,SHP000092,Mechanical,14,0.59,0.41
EVT001745,SHP001019,Mechanical,12,0.87,0.84
EVT001746,SHP001904,Mechanical,1,0.6,0.79
EVT001747,SHP001919,Weather,11,0.97,0.92
EVT001748,SHP000072,Customs,14,0.64,0.48
EVT001749,SHP001600,Port Congestion,5,0.29,0.35
EVT001750,SHP002330,Mechanical,5,0.04,0.93
EVT001751,SHP000727,Customs,9,0.13,0.43
EVT001752,SHP001210,Customs,12,0.06,0.64
EVT001753,SHP000068,Weather,3,0.52,0.7
EVT001754,SHP001968,Customs,5,0.05,0.44
EVT001755,SHP001168,Mechanical,13,0.5,0.03
EVT001756,SHP002418,Customs,13,0.08,0.14
EVT001757,SHP000905,Weather,6,0.62,0.63
EVT001758,SHP000112,Mechanical,7,0.8,0.67
EVT001759,SHP001545,Customs,11,0.9,0.49
EVT001760,SHP001251,Weather,7,0.97,0.89
EVT001761,SHP002183,Customs,4,0.8,0.63
EVT001762,SHP000054,Port Congestion,14,0.91,0.21
EVT001763,SHP001731,Mechanical,4,0.07,0.48
EVT001764,SHP000133,Mechanical,1,0.4,0.06
EVT001765,SHP001766,Weather,3,0.26,0.66
EVT001766,SHP002073,Weather,6,0.59,0.68
EVT001767,SHP000309,Mechanical,13,0.22,0.96
EVT001768,SHP002465,Port Congestion,4,0.15,0.3
EVT001769,SHP001525,Port Congestion,9,0.63,0.43
EVT001770,SHP000333,Port Congestion,12,0.3,0.16
EVT001771,SHP000331,Weather,7,0.13,0.91
EVT001772,SHP001112,Mechanical,8,0.67,0.56
EVT001773,SHP000066,Customs,3,0.22,0.68
EVT001774,SHP002675,Customs,11,0.85,0.64
EVT001775,SHP001052,Customs,8,0.31,0.05
EVT001776,SHP002418,Port Congestion,1,0.81,0.59
EVT001777,SHP002493,Mechanical,8,0.73,0.06
EVT001778,SHP002886,Customs,4,0.47,0.77
EVT001779,SHP001174,Mechanical,10,0.99,0.87
EVT001780,SHP002901,Weather,3,0.27,0.52
EVT001781,SHP002585,Weather,10,0.04,0.73
EVT001782,SHP001560,Mechanical,1,0.79,0.6
EVT001783,SHP002429,Weather,13,0.15,0.67
EVT001784,SHP001784,Port Congestion,9,0.2,0.1
EVT001785,SHP002460,Customs,4,0.82,0.7
EVT001786,SHP001672,Customs,3,0.04,0.96
EVT001787,SHP001176,Port Congestion,8,0.55,0.06
EVT001788,SHP001585,Weather,1,0.54,0.08
EVT001789,SHP002105,Weather,5,0.53,0.34
EVT001790,SHP001728,Port Congestion,12,0.49,0.64
EVT001791,SHP000713,Weather,13,0.86,0.4
EVT001792,SHP002099,Weather,11,0.94,0.3
EVT001793,SHP000975,Mechanical,1,0.36,0.4
EVT001794,SHP001314,Weather,8,0.43,0.06
EVT001795,SHP001818,Customs,4,0.26,0.7
EVT001796,SHP001815,Mechanical,9,0.11,0.19
EVT001797,SHP001186,Weather,14,0.51,0.64
EVT001798,SHP001028,Customs,11,0.11,0.64
EVT001799,SHP001813,Port Congestion,7,0.86,0.01
EVT001800,SHP001701,Weather,13,0.98,0.2
EVT001801,SHP001177,Weather,14,0.21,0.92
EVT001802,SHP000136,Customs,10,0.55,0.99
EVT001803,SHP002043,Customs,8,0.18,0.27
EVT001804,SHP001528,Port Congestion,1,0.39,0.37
EVT001805,SHP001775,Customs,13,0.37,0.64
EVT001806,SHP001022,Weather,12,0.33,0.55
EVT001807,SHP002201,Mechanical,7,0.05,0.59
EVT001808,SHP000087,Customs,4,0.55,0.43
EVT001809,SHP002345,Weather,12,0.81,0.98
EVT001810,SHP001156,Customs,6,0.53,0.38
EVT001811,SHP002005,Customs,4,0.91,0.12
EVT001812,SHP002971,Port Congestion,10,0.46,0.16
EVT001813,SHP001331,Weather,2,0.55,0.05
EVT001814,SHP002697,Customs,12,0.15,0.76
EVT001815,SHP001126,Mechanical,12,0.6,0.63
EVT001816,SHP002943,Port Congestion,8,0.99,0.69
EVT001817,SHP002489,Customs,3,0.38,0.55
EVT001818,SHP000589,Customs,9,0.31,0.37
EVT001819,SHP001586,Customs,12,0.12,0.37
EVT001820,SHP001923,Mechanical,10,0.87,0.74
EVT001821,SHP000430,Customs,1,0.46,0.81
EVT001822,SHP000164,Mechanical,7,0.54,0.49
EVT001823,SHP000108,Mechanical,4,0.68,0.72
EVT001824,SHP001921,Port Congestion,14,0.49,0.7
EVT001825,SHP000842,Weather,11,0.88,0.3
EVT001826,SHP000132,Mechanical,1,0.71,0.47
EVT001827,SHP002198,Customs,10,0.21,0.0
EVT001828,SHP002216,Mechanical,1,0.13,0.19
EVT001829,SHP001999,Mechanical,11,0.8,0.31
EVT001830,SHP001863,Mechanical,9,0.76,0.27
EVT001831,SHP002186,Customs,10,0.35,0.93
EVT001832,SHP002562,Mechanical,7,0.63,0.19
EVT001833,SHP002856,Customs,9,0.45,0.14
EVT001834,SHP002682,Weather,4,0.89,0.91
EVT001835,SHP002312,Weather,14,0.61,0.68
EVT001836,SHP002227,Mechanical,5,0.12,0.0
EVT001837,SHP002603,Customs,8,0.44,0.16
EVT001838,SHP000551,Customs,10,0.61,0.5
EVT001839,SHP002971,Port Congestion,1,0.32,0.58
EVT001840,SHP000801,Mechanical,5,0.84,0.56
EVT001841,SHP002151,Weather,7,0.24,0.03
EVT001842,SHP000925,Customs,7,0.94,0.16
EVT001843,SHP002299,Weather,9,0.29,0.52
EVT001844,SHP002994,Port Congestion,12,0.3,0.09
EVT001845,SHP002078,Customs,14,0.89,0.5
EVT001846,SHP002281,Weather,4,0.91,0.81
EVT001847,SHP000608,Customs,4,0.32,0.84
EVT001848,SHP000751,Mechanical,6,0.11,0.95
EVT001849,SHP002241,Port Congestion,9,0.91,0.54
EVT001850,SHP000011,Customs,1,0.59,0.65
EVT001851,SHP000544,Mechanical,6,0.03,0.45
EVT001852,SHP000154,Customs,9,0.57,0.97
EVT001853,SHP001776,Mechanical,8,0.44,0.56
EVT001854,SHP000002,Mechanical,3,0.26,0.23
EVT001855,SHP001364,Weather,14,0.23,0.65
EVT001856,SHP000746,Customs,12,0.03,0.07
EVT001857,SHP000181,Weather,5,0.4,0.21
EVT001858,SHP002952,Customs,2,0.78,0.81
EVT001859,SHP000635,Mechanical,3,0.34,0.9
EVT001860,SHP002275,Port Congestion,8,0.32,0.22
EVT001861,SHP001742,Weather,9,0.58,0.39
EVT001862,SHP001011,Port Congestion,8,0.8,0.97
EVT001863,SHP002437,Mechanical,14,0.48,1.0
EVT001864,SHP000129,Customs,8,0.14,0.3
EVT001865,SHP002362,Customs,10,0.25,0.85
EVT001866,SHP001784,Customs,6,0.05,0.11
EVT001867,SHP001952,Mechanical,13,0.42,0.26
EVT001868,SHP001938,Mechanical,6,0.63,0.52
EVT001869,SHP001539,Mechanical,6,0.54,0.21
EVT001870,SHP001420,Weather,1,0.38,0.48
EVT001871,SHP001453,Customs,3,0.37,0.36
EVT001872,SHP000362,Port Congestion,13,0.91,0.11
EVT001873,SHP002939,Weather,7,0.55,0.18
EVT001874,SHP001904,Customs,9,0.48,0.75
EVT001875,SHP001938,Port Congestion,6,0.3,0.77
EVT001876,SHP002216,Weather,13,0.47,0.07
EVT001877,SHP002175,Weather,10,0.76,0.67
EVT001878,SHP002363,Mechanical,12,0.15,0.18
EVT001879,SHP001362,Mechanical,11,0.46,0.93
EVT001880,SHP002629,Customs,2,0.74,0.25
EVT001881,SHP002190,Mechanical,13,0.66,0.42
EVT001882,SHP000712,Port Congestion,4,0.25,0.93
EVT001883,SHP000197,Mechanical,6,0.98,0.1
EVT001884,SHP002175,Port Congestion,5,0.28,0.55
EVT001885,SHP001511,Mechanical,9,0.89,0.17
EVT001886,SHP002653,Weather,7,0.99,0.71
EVT001887,SHP000768,Weather,5,0.22,0.43
EVT001888,SHP002550,Weather,6,0.74,0.94
EVT001889,SHP002582,Port Congestion,3,0.32,0.38
EVT001890,SHP001168,Mechanical,13,0.82,0.45
EVT001891,SHP000023,Mechanical,10,0.17,0.55
EVT001892,SHP000501,Customs,4,0.22,0.61
EVT001893,SHP000508,Weather,2,0.41,0.98
EVT001894,SHP001512,Port Congestion,7,0.53,0.43
EVT001895,SHP000035,Mechanical,3,0.17,0.92
EVT001896,SHP000329,Weather,7,0.59,0.72
EVT001897,SHP001415,Weather,7,0.12,0.44
EVT001898,SHP000260,Port Congestion,14,0.32,0.23
EVT001899,SHP000863,Customs,8,0.15,0.98
EVT001900,SHP001811,Port Congestion,2,0.2,0.01
EVT001901,SHP000898,Mechanical,10,0.02,0.82
EVT001902,SHP000402,Customs,4,0.18,0.43
EVT001903,SHP000359,Mechanical,8,0.45,0.55
EVT001904,SHP001900,Customs,13,0.24,0.29
EVT001905,SHP001167,Mechanical,3,0.33,0.74
EVT001906,SHP000396,Mechanical,8,0.97,0.54
EVT001907,SHP001787,Customs,14,0.52,0.82
EVT001908,SHP000008,Customs,13,0.23,0.86
EVT001909,SHP001597,Mechanical,3,0.32,0.54
EVT001910,SHP001511,Weather,8,0.93,0.79
EVT001911,SHP000096,Port Congestion,7,0.28,0.51
EVT001912,SHP000899,Mechanical,9,0.63,0.67
EVT001913,SHP001713,Mechanical,6,0.34,0.21
EVT001914,SHP002495,Customs,7,0.81,0.47
EVT001915,SHP002416,Mechanical,6,0.36,0.27
EVT001916,SHP002118,Mechanical,8,0.96,0.56
EVT001917,SHP001107,Weather,9,0.0,0.78
EVT001918,SHP002475,Mechanical,14,0.47,0.02
EVT001919,SHP002047,Weather,9,0.05,0.55
EVT001920,SHP002245,Customs,5,0.73,0.83
EVT001921,SHP002003,Customs,5,0.73,0.42
EVT001922,SHP000017,Port Congestion,2,0.03,0.95
EVT001923,SHP002643,Port Congestion,2,0.21,0.15
EVT001924,SHP000791,Weather,5,0.43,0.92
EVT001925,SHP002461,Mechanical,12,0.45,0.96
EVT001926,SHP000837,Weather,12,0.11,0.01
EVT001927,SHP001170,Customs,8,0.44,0.31
EVT001928,SHP000925,Mechanical,3,0.47,0.01
EVT001929,SHP002003,Customs,11,0.37,0.42
EVT001930,SHP001912,Customs,8,0.97,0.03
EVT001931,SHP002900,Port Congestion,3,0.17,0.9
EVT001932,SHP000619,Customs,9,0.8,0.69
EVT001933,SHP000598,Weather,4,0.09,0.58
EVT001934,SHP001679,Port Congestion,7,0.81,0.15
EVT001935,SHP002118,Mechanical,1,0.17,0.31
EVT001936,SHP001601,Mechanical,11,0.15,0.14
EVT001937,SHP000110,Customs,4,0.2,0.78
EVT001938,SHP002364,Mechanical,9,0.85,0.98
EVT001939,SHP001579,Weather,14,0.63,0.23
EVT001940,SHP000936,Mechanical,8,0.87,0.68
EVT001941,SHP001106,Port Congestion,3,0.07,0.45
EVT001942,SHP000709,Weather,7,0.44,0.93
EVT001943,SHP002232,Port Congestion,14,0.11,0.02
EVT001944,SHP001121,Port Congestion,6,0.13,0.9
EVT001945,SHP001674,Port Congestion,6,0.34,0.12
EVT001946,SHP001201,Mechanical,14,0.68,0.62
EVT001947,SHP001320,Customs,12,0.64,0.79
EVT001948,SHP002257,Customs,2,0.21,0.25
EVT001949,SHP002112,Mechanical,3,0.91,0.18
EVT001950,SHP000324,Port Congestion,14,0.46,0.54
EVT001951,SHP002466,Mechanical,2,0.31,0.08
EVT001952,SHP001542,Port Congestion,8,0.45,0.51
EVT001953,SHP001799,Weather,8,0.85,0.59
EVT001954,SHP000769,Weather,10,0.22,0.23
EVT001955,SHP001677,Mechanical,12,0.99,0.26
EVT001956,SHP000751,Weather,6,0.06,0.3
EVT001957,SHP002116,Weather,14,0.06,0.5
EVT001958,SHP001044,Mechanical,9,0.07,0.78
EVT001959,SHP002089,Customs,9,0.78,0.44
EVT001960,SHP002055,Weather,10,0.62,0.01
EVT001961,SHP001532,Port Congestion,14,0.5,0.52
EVT001962,SHP002923,Customs,4,0.11,0.23
EVT001963,SHP002027,Customs,14,0.63,0.36
EVT001964,SHP000336,Mechanical,9,0.16,0.5
EVT001965,SHP001754,Weather,4,0.82,0.73
EVT001966,SHP000529,Weather,9,0.08,0.67
EVT001967,SHP002156,Mechanical,5,0.29,0.71
EVT001968,SHP000628,Port Congestion,8,0.18,0.37
EVT001969,SHP001204,Customs,10,0.76,0.92
EVT001970,SHP000519,Port Congestion,12,0.91,0.17
EVT001971,SHP002178,Mechanical,13,0.78,0.36
EVT001972,SHP000476,Weather,6,0.7,0.69
EVT001973,SHP001342,Port Congestion,7,0.14,0.52
EVT001974,SHP001409,Mechanical,11,0.75,0.79
EVT001975,SHP000654,Mechanical,3,0.24,0.09
EVT001976,SHP002314,Port Congestion,4,0.11,0.71
EVT001977,SHP001535,Weather,3,0.25,0.98
EVT001978,SHP001044,Port Congestion,11,0.28,0.01
EVT001979,SHP001536,Weather,1,0.08,0.98
EVT001980,SHP000501,Port Congestion,1,0.85,0.98
EVT001981,SHP001373,Customs,11,0.16,0.9
EVT001982,SHP001014,Customs,11,0.14,0.43
EVT001983,SHP000809,Weather,10,0.27,0.72
EVT001984,SHP001808,Customs,3,0.1,0.53
EVT001985,SHP000865,Mechanical,9,0.04,0.59
EVT001986,SHP000651,Port Congestion,11,0.92,0.37
EVT001987,SHP000304,Port Congestion,4,0.19,0.67
EVT001988,SHP002786,Port Congestion,13,0.32,0.98
EVT001989,SHP001110,Port Congestion,5,0.64,0.36
EVT001990,SHP002060,Mechanical,8,0.34,0.48
EVT001991,SHP000036,Port Congestion,9,0.7,0.59
EVT001992,SHP000376,Customs,2,0.7,0.05
EVT001993,SHP002323,Port Congestion,5,0.22,0.97
EVT001994,SHP001779,Customs,12,0.01,0.91
EVT001995,SHP002263,Mechanical,13,0.48,0.55
EVT001996,SHP000977,Weather,11,0.78,0.09
EVT001997,SHP002536,Port Congestion,6,0.34,0.86
EVT001998,SHP001911,Customs,10,0.64,0.28
EVT001999,SHP002691,Port Congestion,13,0.71,0.14
EVT002000,SHP001796,Customs,7,0.26,0.45
EVT002001,SHP001818,Weather,2,0.08,0.49
EVT002002,SHP002396,Weather,13,0.82,0.79
EVT002003,SHP000632,Weather,9,0.36,0.19
EVT002004,SHP000339,Weather,1,0.04,0.32
EVT002005,SHP002761,Mechanical,6,0.38,0.36
EVT002006,SHP001337,Customs,4,0.5,0.32
EVT002007,SHP002402,Customs,6,0.19,0.97
EVT002008,SHP000968,Port Congestion,11,0.19,0.7
EVT002009,SHP002690,Customs,1,0.98,0.65
EVT002010,SHP001147,Mechanical,13,0.97,0.35
EVT002011,SHP002740,Port Congestion,5,0.26,0.7
EVT002012,SHP002952,Weather,11,0.0,0.72
EVT002013,SHP001484,Weather,5,0.25,0.64
EVT002014,SHP001135,Weather,11,0.83,0.69
EVT002015,SHP000371,Customs,14,0.1,0.74
EVT002016,SHP000916,Mechanical,4,0.57,0.37
EVT002017,SHP000957,Mechanical,3,0.67,0.39
EVT002018,SHP002937,Port Congestion,3,0.1,0.11
EVT002019,SHP000986,Weather,9,0.21,0.25
EVT002020,SHP001527,Customs,8,0.75,0.84
EVT002021,SHP002898,Mechanical,2,0.84,0.85
EVT002022,SHP000381,Customs,4,0.3,0.67
EVT002023,SHP000028,Weather,5,0.49,0.99
EVT002024,SHP000064,Port Congestion,14,0.65,0.36
EVT002025,SHP001414,Customs,10,0.72,0.94
EVT002026,SHP002944,Mechanical,11,0.85,0.12
EVT002027,SHP001235,Customs,2,0.61,0.47
EVT002028,SHP000454,Customs,7,0.16,0.75
EVT002029,SHP001557,Customs,1,0.54,0.51
EVT002030,SHP002673,Port Congestion,1,0.05,0.62
EVT002031,SHP002072,Port Congestion,1,0.07,0.47
EVT002032,SHP002979,Port Congestion,2,0.49,0.18
EVT002033,SHP000807,Mechanical,14,0.76,0.12
EVT002034,SHP002640,Weather,10,0.63,0.99
EVT002035,SHP000510,Mechanical,12,0.41,0.22
EVT002036,SHP000970,Port Congestion,5,0.45,0.16
EVT002037,SHP000316,Weather,10,0.57,0.66
EVT002038,SHP002635,Port Congestion,9,0.81,0.54
EVT002039,SHP001578,Port Congestion,7,0.82,0.42
EVT002040,SHP002498,Customs,2,0.37,0.43
EVT002041,SHP002770,Weather,3,0.43,0.79
EVT002042,SHP001497,Port Congestion,7,0.85,0.08
EVT002043,SHP000410,Customs,14,0.27,0.81
EVT002044,SHP001744,Weather,11,0.19,0.26
EVT002045,SHP001762,Port Congestion,13,0.01,0.57
EVT002046,SHP002427,Customs,5,0.92,0.93
EVT002047,SHP000119,Mechanical,2,0.17,0.55
