container_id,shipment_id,container_type,status,current_location
CNT001447,SHP002830,20ft,Delayed,Los Angeles Port
CNT001448,SHP001649,Reefer,Delayed,Dubai Port
CNT001449,SHP000635,20ft,Delivered,Rotterdam Port
CNT001450,SHP001036,20ft,Delayed,Hamburg Port
CNT001451,SHP002999,Reefer,In Transit,Rotterdam Port
CNT001452,SHP001556,20ft,Delayed,Los Angeles Port
CNT001453,SHP000618,20ft,Delivered,Shanghai Port
CNT001454,SHP000973,20ft,Delivered,Singapore Port
CNT001455,SHP000604,40ft,In Transit,Los Angeles Port
CNT001456,SHP000339,20ft,Delivered,Shanghai Port
CNT001457,SHP002919,Reefer,Delivered,Durban Port
CNT001458,SHP001306,Reefer,In Transit,Lagos Port
CNT001459,SHP001341,Reefer,Delivered,Lagos Port
CNT001460,SHP000739,Reefer,Delayed,Durban Port
CNT001461,SHP001950,40ft,Delivered,Lagos Port
CNT001462,SHP002384,40ft,In Transit,Durban Port
CNT001463,SHP002774,20ft,Delivered,Singapore Port
CNT001464,SHP002887,20ft,Delivered,Durban Port
CNT001465,SHP001943,Reefer,Delivered,Durban Port
CNT001466,SHP000181,20ft,Delivered,Durban Port
CNT001467,SHP002434,Reefer,In Transit,Dubai Port
CNT001468,SHP000366,20ft,Delayed,Hamburg Port
CNT001469,SHP001562,20ft,Delayed,Singapore Port
CNT001470,SHP002252,20ft,Delivered,Hamburg Port
CNT001471,SHP000430,Reefer,Delayed,Shanghai Port
CNT001472,SHP000955,40ft,Delivered,Durban Port
CNT001473,SHP000366,Reefer,In Transit,Dubai Port
CNT001474,SHP000934,40ft,Delayed,Hamburg Port
CNT001475,SHP001449,40ft,In Transit,Singapore Port
CNT001476,SHP000307,40ft,Delayed,Singapore Port
CNT001477,SHP000297,Reefer,Delivered,Hamburg Port
CNT001478,SHP001491,40ft,Delayed,Los Angeles Port
CNT001479,SHP001843,20ft,Delayed,Dubai Port
CNT001480,SHP001293,20ft,In Transit,Hamburg Port
CNT001481,SHP000940,20ft,Delayed,Dubai Port
CNT001482,SHP001297,20ft,Delivered,Shanghai Port
CNT001483,SHP000511,20ft,In Transit,Hamburg Port
CNT001484,SHP001917,40ft,Delivered,Hamburg Port
CNT001485,SHP001363,20ft,In Transit,Dubai Port
CNT001486,SHP002753,Reefer,Delivered,Lagos Port
CNT001487,SHP002186,Reefer,In Transit,Shanghai Port
CNT001488,SHP002647,Reefer,Delivered,Durban Port
CNT001489,SHP002953,40ft,In Transit,Rotterdam Port
CNT001490,SHP000157,40ft,In Transit,Dubai Port
CNT001491,SHP001425,Reefer,Delayed,Hamburg Port
CNT001492,SHP001097,20ft,Delivered,Hamburg Port
CNT001493,SHP001452,40ft,Delayed,Los Angeles Port
CNT001494,SHP001621,40ft,Delivered,Lagos Port
CNT001495,SHP002846,40ft,Delivered,Los Angeles Port
CNT001496,SHP000090,20ft,In Transit,Los Angeles Port
CNT001497,SHP000327,40ft,Delivered,Singapore Port
CNT001498,SHP002637,40ft,Delayed,Singapore Port
CNT001499,SHP001038,40ft,Delayed,Shanghai Port
CNT001500,SHP002024,40ft,Delayed,Dubai Port
CNT001501,SHP002263,Reefer,In Transit,Durban Port
CNT001502,SHP002184,40ft,Delivered,Los Angeles Port
CNT001503,SHP002632,40ft,In Transit,Durban Port
CNT001504,SHP000039,40ft,Delayed,Hamburg Port
CNT001505,SHP002729,Reefer,Delivered,Durban Port
CNT001506,SHP002906,20ft,Delayed,Singapore Port
CNT001507,SHP002152,20ft,In Transit,Rotterdam Port
CNT001508,SHP002481,40ft,In Transit,Lagos Port
CNT001509,SHP001324,Reefer,In Transit,Singapore Port
CNT001510,SHP000737,20ft,Delivered,Dubai Port
CNT001511,SHP002524,Reefer,Delivered,Hamburg Port
CNT001512,SHP001340,20ft,In Transit,Rotterdam Port
CNT001513,SHP002118,40ft,Delayed,Shanghai Port
CNT001514,SHP002025,Reefer,Delayed,Durban Port
CNT001515,SHP001325,40ft,Delivered,Singapore Port
CNT001516,SHP000170,20ft,In Transit,Dubai Port
CNT001517,SHP002049,40ft,Delayed,Singapore Port
CNT001518,SHP002696,20ft,In Transit,Shanghai Port
CNT001519,SHP000872,40ft,In Transit,Dubai Port
CNT001520,SHP001368,Reefer,In Transit,Shanghai Port
CNT001521,SHP001893,20ft,In Transit,Hamburg Port
CNT001522,SHP000065,Reefer,In Transit,Shanghai Port
CNT001523,SHP000442,20ft,Delivered,Dubai Port
CNT001524,SHP001671,40ft,Delayed,Durban Port
CNT001525,SHP001208,40ft,In Transit,Shanghai Port
CNT001526,SHP000509,20ft,Delivered,Lagos Port
CNT001527,SHP000763,Reefer,In Transit,Singapore Port
CNT001528,SHP001889,40ft,In Transit,Singapore Port
CNT001529,SHP001539,40ft,Delayed,Dubai Port
CNT001530,SHP002720,40ft,Delayed,Los Angeles Port
CNT001531,SHP001956,Reefer,In Transit,Los Angeles Port
CNT001532,SHP002282,20ft,Delivered,Dubai Port
CNT001533,SHP000234,40ft,Delayed,Dubai Port
CNT001534,SHP002405,40ft,Delivered,Lagos Port
CNT001535,SHP002951,20ft,In Transit,Singapore Port
CNT001536,SHP000423,40ft,Delivered,Rotterdam Port
CNT001537,SHP001483,20ft,Delivered,Los Angeles Port
CNT001538,SHP001301,40ft,Delayed,Lagos Port
CNT001539,SHP000194,Reefer,In Transit,Rotterdam Port
CNT001540,SHP002129,Reefer,In Transit,Los Angeles Port
CNT001541,SHP000465,40ft,Delivered,Singapore Port
CNT001542,SHP001286,Reefer,Delayed,Shanghai Port
CNT001543,SHP000775,40ft,Delivered,Durban Port
CNT001544,SHP001208,20ft,In Transit,Shanghai Port
CNT001545,SHP001828,20ft,In Transit,Dubai Port
CNT001546,SHP000911,40ft,Delivered,Singapore Port
CNT001547,SHP001130,20ft,Delayed,Lagos Port
CNT001548,SHP000365,40ft,Delivered,Singapore Port
CNT001549,SHP002120,Reefer,Delivered,Dubai Port
CNT001550,SHP000307,20ft,Delivered,Durban Port
CNT001551,SHP002984,Reefer,Delivered,Durban Port
CNT001552,SHP001470,20ft,Delayed,Lagos Port
CNT001553,SHP000061,40ft,In Transit,Shanghai Port
CNT001554,SHP002358,Reefer,In Transit,Hamburg Port
CNT001555,SHP000747,Reefer,In Transit,Shanghai Port
CNT001556,SHP000662,40ft,Delayed,Lagos Port
CNT001557,SHP000997,Reefer,Delayed,Dubai Port
CNT001558,SHP000765,40ft,Delivered,Hamburg Port
CNT001559,SHP000921,20ft,Delivered,Rotterdam Port
CNT001560,SHP001105,20ft,In Transit,Shanghai Port
CNT001561,SHP000256,40ft,Delivered,Durban Port
CNT001562,SHP002001,20ft,Delayed,Shanghai Port
CNT001563,SHP001407,20ft,Delivered,Dubai Port
CNT001564,SHP002058,40ft,Delayed,Lagos Port
CNT001565,SHP001634,40ft,Delivered,Singapore Port
CNT001566,SHP000336,20ft,In Transit,Hamburg Port
CNT001567,SHP001462,Reefer,Delayed,Shanghai Port
CNT001568,SHP001469,40ft,Delivered,Durban Port
CNT001569,SHP000002,40ft,Delivered,Rotterdam Port
CNT001570,SHP002286,Reefer,Delivered,Shanghai Port
CNT001571,SHP002767,Reefer,In Transit,Los Angeles Port
CNT001572,SHP002025,20ft,Delivered,Lagos Port
CNT001573,SHP002617,40ft,Delayed,Lagos Port
CNT001574,SHP001039,Reefer,Delivered,Rotterdam Port
CNT001575,SHP000965,40ft,In Transit,Durban Port
CNT001576,SHP002949,Reefer,Delivered,Shanghai Port
CNT001577,SHP000659,40ft,Delayed,Durban Port
CNT001578,SHP001014,20ft,In Transit,Los Angeles Port
CNT001579,SHP002101,40ft,Delayed,Dubai Port
CNT001580,SHP000200,20ft,In Transit,Los Angeles Port
CNT001581,SHP002816,40ft,Delivered,Rotterdam Port
CNT001582,SHP001653,Reefer,Delayed,Durban Port
CNT001583,SHP001747,20ft,Delivered,Singapore Port
CNT001584,SHP002720,Reefer,Delivered,Singapore Port
CNT001585,SHP000881,20ft,Delayed,Durban Port
CNT001586,SHP000774,40ft,Delivered,Lagos Port
CNT001587,SHP001815,Reefer,Delivered,Singapore Port
CNT001588,SHP000230,40ft,In Transit,Los Angeles Port
CNT001589,SHP002121,40ft,Delivered,Shanghai Port
CNT001590,SHP002407,40ft,Delayed,Shanghai Port
CNT001591,SHP002455,20ft,Delayed,Los Angeles Port
CNT001592,SHP002686,40ft,Delayed,Lagos Port
CNT001593,SHP000906,40ft,Delivered,Hamburg Port
CNT001594,SHP000196,20ft,Delayed,Durban Port
CNT001595,SHP002268,40ft,Delivered,Durban Port
CNT001596,SHP002060,Reefer,Delivered,Rotterdam Port
CNT001597,SHP001182,40ft,In Transit,Durban Port
CNT001598,SHP001351,20ft,Delayed,Shanghai Port
CNT001599,SHP001183,Reefer,In Transit,Hamburg Port
CNT001600,SHP000828,Reefer,Delayed,Los Angeles Port
CNT001601,SHP001020,40ft,Delayed,Singapore Port
CNT001602,SHP001966,40ft,Delayed,Rotterdam Port
CNT001603,SHP001008,Reefer,Delivered,Rotterdam Port
CNT001604,SHP000829,Reefer,Delivered,Hamburg Port
CNT001605,SHP001725,40ft,Delivered,Shanghai Port
CNT001606,SHP001062,20ft,Delivered,Durban Port
CNT001607,SHP000768,20ft,Delayed,Los Angeles Port
CNT001608,SHP001389,20ft,In Transit,Dubai Port
CNT001609,SHP002744,40ft,Delivered,Lagos Port
CNT001610,SHP000519,40ft,Delivered,Shanghai Port
CNT001611,SHP001216,40ft,In Transit,Hamburg Port
CNT001612,SHP002691,Reefer,In Transit,Lagos Port
CNT001613,SHP001168,40ft,Delivered,Lagos Port
CNT001614,SHP001938,20ft,Delayed,Durban Port
CNT001615,SHP001635,Reefer,In Transit,Singapore Port
CNT001616,SHP002865,40ft,In Transit,Durban Port
CNT001617,SHP001945,20ft,Delivered,Hamburg Port
CNT001618,SHP000919,Reefer,Delivered,Los Angeles Port
CNT001619,SHP002100,Reefer,Delivered,Rotterdam Port
CNT001620,SHP001019,20ft,Delivered,Hamburg Port
CNT001621,SHP002382,Reefer,Delayed,Lagos Port
CNT001622,SHP000557,20ft,Delayed,Singapore Port
CNT001623,SHP000179,Reefer,Delivered,Shanghai Port
CNT001624,SHP001930,40ft,Delayed,Singapore Port
CNT001625,SHP002651,20ft,In Transit,Shanghai Port
CNT001626,SHP001885,20ft,Delivered,Durban Port
CNT001627,SHP002528,40ft,Delayed,Hamburg Port
CNT001628,SHP002179,40ft,Delivered,Lagos Port
CNT001629,SHP001567,Reefer,Delayed,Hamburg Port
CNT001630,SHP001470,40ft,In Transit,Dubai Port
CNT001631,SHP001045,Reefer,In Transit,Durban Port
CNT001632,SHP001329,20ft,In Transit,Lagos Port
CNT001633,SHP000093,40ft,Delivered,Durban Port
CNT001634,SHP000748,20ft,In Transit,Lagos Port
CNT001635,SHP001160,40ft,In Transit,Rotterdam Port
CNT001636,SHP000675,20ft,Delivered,Rotterdam Port
CNT001637,SHP001346,Reefer,In Transit,Rotterdam Port
CNT001638,SHP001961,40ft,Delayed,Durban Port
CNT001639,SHP000452,40ft,Delivered,Singapore Port
CNT001640,SHP000304,40ft,Delivered,Los Angeles Port
CNT001641,SHP002519,Reefer,Delayed,Rotterdam Port
CNT001642,SHP001851,40ft,Delayed,Shanghai Port
CNT001643,SHP001160,Reefer,Delayed,Durban Port
CNT001644,SHP002783,20ft,In Transit,Shanghai Port
CNT001645,SHP001970,40ft,Delivered,Singapore Port
CNT001646,SHP001556,40ft,Delivered,Rotterdam Port
CNT001647,SHP000394,20ft,In Transit,Shanghai Port
CNT001648,SHP002023,40ft,In Transit,Shanghai Port
CNT001649,SHP001030,20ft,Delayed,Los Angeles Port
CNT001650,SHP000495,20ft,Delivered,Dubai Port
CNT001651,SHP002418,Reefer,Delivered,Shanghai Port
CNT001652,SHP002876,40ft,In Transit,Hamburg Port
CNT001653,SHP002913,40ft,In Transit,Los Angeles Port
CNT001654,SHP000978,Reefer,Delayed,Hamburg Port
CNT001655,SHP000327,Reefer,In Transit,Lagos Port
CNT001656,SHP002061,Reefer,Delayed,Durban Port
CNT001657,SHP001349,Reefer,In Transit,Durban Port
CNT001658,SHP002067,20ft,Delivered,Durban Port
CNT001659,SHP002158,40ft,Delayed,Hamburg Port
CNT001660,SHP000792,Reefer,Delivered,Singapore Port
CNT001661,SHP002107,20ft,In Transit,Dubai Port
CNT001662,SHP002919,Reefer,In Transit,Rotterdam Port
CNT001663,SHP000876,40ft,Delayed,Durban Port
CNT001664,SHP002527,20ft,Delivered,Singapore Port
CNT001665,SHP000068,40ft,In Transit,Lagos Port
CNT001666,SHP002416,40ft,In Transit,Hamburg Port
CNT001667,SHP002727,20ft,In Transit,Dubai Port
CNT001668,SHP001096,20ft,In Transit,Los Angeles Port
CNT001669,SHP000149,40ft,In Transit,Shanghai Port
CNT001670,SHP000505,Reefer,Delivered,Singapore Port
CNT001671,SHP002180,Reefer,In Transit,Shanghai Port
CNT001672,SHP001797,20ft,Delayed,Los Angeles Port
CNT001673,SHP002349,Reefer,In Transit,Shanghai Port
CNT001674,SHP000088,Reefer,Delivered,Singapore Port
CNT001675,SHP001930,Reefer,Delayed,Durban Port
CNT001676,SHP001805,Reefer,In Transit,Durban Port
CNT001677,SHP000336,40ft,In Transit,Singapore Port
CNT001678,SHP001807,20ft,Delivered,Los Angeles Port
CNT001679,SHP002874,Reefer,Delivered,Lagos Port
CNT001680,SHP002334,40ft,Delivered,Los Angeles Port
CNT001681,SHP001260,20ft,Delivered,Hamburg Port
CNT001682,SHP001935,40ft,Delayed,Los Angeles Port
CNT001683,SHP001308,Reefer,In Transit,Los Angeles Port
CNT001684,SHP000699,20ft,Delayed,Durban Port
CNT001685,SHP001711,40ft,Delivered,Rotterdam Port
CNT001686,SHP000629,40ft,Delayed,Lagos Port
CNT001687,SHP002297,20ft,Delayed,Hamburg Port
CNT001688,SHP000720,20ft,In Transit,Shanghai Port
CNT001689,SHP001508,40ft,Delivered,Durban Port
CNT001690,SHP001233,40ft,Delayed,Dubai Port
CNT001691,SHP001011,Reefer,Delivered,Shanghai Port
CNT001692,SHP001922,40ft,Delayed,Los Angeles Port
CNT001693,SHP000099,20ft,Delivered,Dubai Port
CNT001694,SHP000167,20ft,In Transit,Shanghai Port
CNT001695,SHP002990,40ft,In Transit,Shanghai Port
CNT001696,SHP002937,20ft,Delivered,Lagos Port
CNT001697,SHP000657,Reefer,In Transit,Shanghai Port
CNT001698,SHP002398,20ft,Delayed,Los Angeles Port
CNT001699,SHP002034,20ft,Delayed,Dubai Port
CNT001700,SHP002829,40ft,Delivered,Lagos Port
CNT001701,SHP001609,40ft,In Transit,Shanghai Port
CNT001702,SHP000622,40ft,In Transit,Durban Port
CNT001703,SHP001586,20ft,Delayed,Rotterdam Port
CNT001704,SHP001708,Reefer,Delayed,Lagos Port
CNT001705,SHP002271,20ft,Delayed,Lagos Port
CNT001706,SHP000425,Reefer,Delivered,Shanghai Port
CNT001707,SHP000050,20ft,In Transit,Shanghai Port
CNT001708,SHP001483,20ft,Delayed,Shanghai Port
CNT001709,SHP002303,Reefer,Delayed,Dubai Port
CNT001710,SHP002446,Reefer,Delayed,Los Angeles Port
CNT001711,SHP000848,20ft,Delivered,Singapore Port
CNT001712,SHP001857,20ft,Delayed,Durban Port
CNT001713,SHP002729,20ft,In Transit,Singapore Port
CNT001714,SHP001050,20ft,Delayed,Dubai Port
CNT001715,SHP001297,40ft,In Transit,Singapore Port
CNT001716,SHP002604,Reefer,Delayed,Dubai Port
CNT001717,SHP002771,Reefer,Delivered,Shanghai Port
CNT001718,SHP000645,40ft,Delayed,Hamburg Port
CNT001719,SHP001693,Reefer,In Transit,Lagos Port
CNT001720,SHP000678,Reefer,Delayed,Los Angeles Port
CNT001721,SHP002836,40ft,Delayed,Lagos Port
CNT001722,SHP002869,Reefer,Delayed,Singapore Port
CNT001723,SHP000765,20ft,Delivered,Hamburg Port
CNT001724,SHP001346,Reefer,Delayed,Lagos Port
CNT001725,SHP000673,20ft,Delivered,Hamburg Port
CNT001726,SHP001462,40ft,Delayed,Dubai Port
CNT001727,SHP001466,40ft,Delivered,Singapore Port
CNT001728,SHP001833,Reefer,Delayed,Los Angeles Port
CNT001729,SHP001925,20ft,Delayed,Shanghai Port
CNT001730,SHP001741,40ft,Delayed,Durban Port
CNT001731,SHP000494,Reefer,Delivered,Rotterdam Port
CNT001732,SHP002120,40ft,In Transit,Shanghai Port
CNT001733,SHP001833,40ft,In Transit,Lagos Port
CNT001734,SHP000617,Reefer,Delivered,Los Angeles Port
CNT001735,SHP001575,Reefer,Delayed,Shanghai Port
CNT001736,SHP001454,Reefer,Delayed,Dubai Port
CNT001737,SHP001170,20ft,In Transit,Durban Port
CNT001738,SHP000406,40ft,Delivered,Dubai Port
CNT001739,SHP002915,Reefer,Delayed,Los Angeles Port
CNT001740,SHP000434,20ft,In Transit,Singapore Port
CNT001741,SHP002092,40ft,In Transit,Lagos Port
CNT001742,SHP001892,20ft,In Transit,Rotterdam Port
CNT001743,SHP000172,20ft,In Transit,Hamburg Port
CNT001744,SHP000566,40ft,Delayed,Los Angeles Port
CNT001745,SHP000848,20ft,Delayed,Rotterdam Port
CNT001746,SHP001615,20ft,In Transit,Durban Port
CNT001747,SHP002363,40ft,Delayed,Los Angeles Port
CNT001748,SHP000917,20ft,In Transit,Durban Port
CNT001749,SHP000172,Reefer,In Transit,Shanghai Port
CNT001750,SHP000985,20ft,Delivered,Rotterdam Port
CNT001751,SHP000307,40ft,Delivered,Durban Port
CNT001752,SHP002461,20ft,Delivered,Shanghai Port
CNT001753,SHP001584,20ft,Delivered,Hamburg Port
CNT001754,SHP001471,Reefer,Delivered,Lagos Port
CNT001755,SHP001556,40ft,Delayed,Durban Port
CNT001756,SHP001655,40ft,In Transit,Shanghai Port
CNT001757,SHP002578,Reefer,Delivered,Durban Port
CNT001758,SHP002694,40ft,In Transit,Rotterdam Port
CNT001759,SHP001038,20ft,In Transit,Durban Port
CNT001760,SHP000446,Reefer,Delivered,Dubai Port
CNT001761,SHP002815,20ft,In Transit,Singapore Port
CNT001762,SHP001115,40ft,In Transit,Durban Port
CNT001763,SHP001529,Reefer,Delivered,Lagos Port
CNT001764,SHP000699,40ft,In Transit,Hamburg Port
CNT001765,SHP001251,20ft,Delivered,Hamburg Port
CNT001766,SHP000714,20ft,In Transit,Lagos Port
CNT001767,SHP000694,Reefer,Delayed,Rotterdam Port
CNT001768,SHP001151,20ft,Delivered,Rotterdam Port
CNT001769,SHP002263,40ft,Delivered,Singapore Port
CNT001770,SHP001170,20ft,Delivered,Rotterdam Port
CNT001771,SHP002996,Reefer,In Transit,Singapore Port
CNT001772,SHP002654,Reefer,Delivered,Hamburg Port
CNT001773,SHP001387,Reefer,In Transit,Hamburg Port
CNT001774,SHP001764,20ft,Delivered,Shanghai Port
CNT001775,SHP002643,20ft,In Transit,Lagos Port
CNT001776,SHP000198,20ft,In Transit,Rotterdam Port
CNT001777,SHP001661,Reefer,Delivered,Los Angeles Port
CNT001778,SHP001594,Reefer,Delayed,Dubai Port
CNT001779,SHP001641,20ft,Delayed,Los Angeles Port
CNT001780,SHP000628,Reefer,In Transit,Rotterdam Port
CNT001781,SHP000491,Reefer,Delivered,Lagos Port
CNT001782,SHP002727,20ft,Delivered,Hamburg Port
CNT001783,SHP000944,Reefer,Delivered,Durban Port
CNT001784,SHP002757,40ft,In Transit,Dubai Port
CNT001785,SHP001720,40ft,Delivered,Shanghai Port
CNT001786,SHP000706,20ft,Delayed,Singapore Port
CNT001787,SHP000144,Reefer,Delivered,Lagos Port
CNT001788,SHP001338,40ft,Delayed,Dubai Port
CNT001789,SHP001985,Reefer,In Transit,Rotterdam Port
CNT001790,SHP000782,40ft,Delayed,Los Angeles Port
CNT001791,SHP000060,20ft,Delivered,Rotterdam Port
CNT001792,SHP002941,20ft,Delayed,Lagos Port
CNT001793,SHP002032,Reefer,Delayed,Rotterdam Port
CNT001794,SHP002167,20ft,In Transit,Singapore Port
CNT001795,SHP000860,40ft,Delivered,Rotterdam Port
CNT001796,SHP000215,Reefer,Delivered,Los Angeles Port
CNT001797,SHP002153,20ft,Delayed,Los Angeles Port
CNT001798,SHP002158,Reefer,Delivered,Durban Port
CNT001799,SHP002875,Reefer,In Transit,Rotterdam Port
CNT001800,SHP002426,40ft,In Transit,Hamburg Port
CNT001801,SHP001500,20ft,In Transit,Los Angeles Port
CNT001802,SHP000009,20ft,Delivered,Hamburg Port
CNT001803,SHP002260,20ft,Delayed,Lagos Port
CNT001804,SHP001205,Reefer,Delayed,Dubai Port
CNT001805,SHP002812,20ft,Delivered,Dubai Port
CNT001806,SHP001166,Reefer,Delivered,Rotterdam Port
CNT001807,SHP001264,40ft,Delayed,Los Angeles Port
CNT001808,SHP000624,40ft,In Transit,Dubai Port
CNT001809,SHP002522,Reefer,Delivered,Lagos Port
CNT001810,SHP000359,Reefer,In Transit,Hamburg Port
CNT001811,SHP001648,40ft,Delivered,Rotterdam Port
CNT001812,SHP000135,Reefer,Delivered,Lagos Port
CNT001813,SHP002697,20ft,Delivered,Shanghai Port
CNT001814,SHP002917,20ft,In Transit,Lagos Port
CNT001815,SHP001121,20ft,Delayed,Rotterdam Port
CNT001816,SHP001684,20ft,Delayed,Dubai Port
CNT001817,SHP000899,20ft,Delayed,Rotterdam Port
CNT001818,SHP001596,40ft,Delivered,Singapore Port
CNT001819,SHP001760,40ft,Delayed,Los Angeles Port
CNT001820,SHP002206,Reefer,In Transit,Shanghai Port
CNT001821,SHP001166,40ft,Delayed,Hamburg Port
CNT001822,SHP001107,40ft,Delayed,Los Angeles Port
CNT001823,SHP001405,20ft,In Transit,Singapore Port
CNT001824,SHP001075,40ft,Delayed,Shanghai Port
CNT001825,SHP001766,20ft,Delayed,Shanghai Port
CNT001826,SHP002539,Reefer,Delivered,Singapore Port
CNT001827,SHP002118,Reefer,In Transit,Singapore Port
CNT001828,SHP001345,20ft,In Transit,Durban Port
CNT001829,SHP001486,Reefer,Delayed,Durban Port
CNT001830,SHP002450,Reefer,In Transit,Dubai Port
CNT001831,SHP000162,20ft,Delayed,Dubai Port
CNT001832,SHP002598,20ft,Delayed,Dubai Port
CNT001833,SHP000316,20ft,Delayed,Rotterdam Port
CNT001834,SHP002743,20ft,Delivered,Los Angeles Port
CNT001835,SHP000726,20ft,In Transit,Lagos Port
CNT001836,SHP002817,20ft,Delayed,Shanghai Port
CNT001837,SHP001724,20ft,Delayed,Singapore Port
CNT001838,SHP002971,20ft,Delivered,Los Angeles Port
CNT001839,SHP000812,40ft,In Transit,Lagos Port
CNT001840,SHP001272,Reefer,In Transit,Rotterdam Port
CNT001841,SHP001785,20ft,In Transit,Hamburg Port
CNT001842,SHP001556,40ft,In Transit,Singapore Port
CNT001843,SHP002058,20ft,Delivered,Los Angeles Port
CNT001844,SHP002416,20ft,In Transit,Dubai Port
CNT001845,SHP002437,Reefer,Delayed,Los Angeles Port
CNT001846,SHP000023,Reefer,In Transit,Singapore Port
CNT001847,SHP001966,20ft,Delayed,Singapore Port
CNT001848,SHP002799,Reefer,Delivered,Los Angeles Port
CNT001849,SHP002320,40ft,In Transit,Lagos Port
CNT001850,SHP000808,40ft,Delivered,Durban Port
CNT001851,SHP000005,Reefer,Delayed,Lagos Port
CNT001852,SHP001796,20ft,Delivered,Durban Port
CNT001853,SHP002140,20ft,Delivered,Dubai Port
CNT001854,SHP001222,40ft,Delivered,Hamburg Port
CNT001855,SHP001148,40ft,Delivered,Durban Port
CNT001856,SHP000828,Reefer,In Transit,Shanghai Port
CNT001857,SHP001990,20ft,Delayed,Dubai Port
CNT001858,SHP001794,20ft,In Transit,Lagos Port
CNT001859,SHP000629,40ft,Delivered,Dubai Port
CNT001860,SHP001054,40ft,In Transit,Dubai Port
CNT001861,SHP001741,40ft,Delayed,Los Angeles Port
CNT001862,SHP000698,Reefer,In Transit,Dubai Port
CNT001863,SHP000004,40ft,Delivered,Hamburg Port
CNT001864,SHP002221,20ft,In Transit,Shanghai Port
CNT001865,SHP000733,Reefer,Delayed,Rotterdam Port
CNT001866,SHP000909,Reefer,Delayed,Durban Port
CNT001867,SHP001387,40ft,In Transit,Dubai Port
CNT001868,SHP000648,Reefer,Delayed,Rotterdam Port
CNT001869,SHP000346,Reefer,In Transit,Rotterdam Port
CNT001870,SHP001866,40ft,In Transit,Singapore Port
CNT001871,SHP001077,40ft,Delivered,Dubai Port
CNT001872,SHP002300,Reefer,Delayed,Rotterdam Port
CNT001873,SHP000010,40ft,Delivered,Los Angeles Port
CNT001874,SHP001465,20ft,Delayed,Singapore Port
CNT001875,SHP001340,20ft,In Transit,Singapore Port
CNT001876,SHP001067,Reefer,Delayed,Lagos Port
CNT001877,SHP001524,40ft,Delivered,Hamburg Port
CNT001878,SHP000291,40ft,Delivered,Shanghai Port
CNT001879,SHP002760,Reefer,In Transit,Rotterdam Port
CNT001880,SHP000288,20ft,Delayed,Hamburg Port
CNT001881,SHP000916,Reefer,In Transit,Lagos Port
CNT001882,SHP001317,Reefer,Delivered,Los Angeles Port
CNT001883,SHP002400,Reefer,Delayed,Los Angeles Port
CNT001884,SHP001039,Reefer,Delivered,Los Angeles Port
CNT001885,SHP001353,40ft,Delivered,Lagos Port
CNT001886,SHP001115,Reefer,In Transit,Dubai Port
CNT001887,SHP001864,40ft,Delivered,Los Angeles Port
CNT001888,SHP000849,40ft,In Transit,Singapore Port
CNT001889,SHP000431,20ft,Delivered,Los Angeles Port
CNT001890,SHP000558,40ft,Delivered,Durban Port
CNT001891,SHP001961,40ft,Delayed,Lagos Port
CNT001892,SHP001332,40ft,Delivered,Hamburg Port
CNT001893,SHP000994,40ft,Delayed,Durban Port
CNT001894,SHP000219,40ft,In Transit,Durban Port
CNT001895,SHP000912,40ft,Delivered,Singapore Port
CNT001896,SHP002132,Reefer,Delayed,Lagos Port
CNT001897,SHP002301,40ft,In Transit,Lagos Port
CNT001898,SHP001364,Reefer,Delivered,Los Angeles Port
CNT001899,SHP000122,Reefer,In Transit,Hamburg Port
CNT001900,SHP000625,20ft,Delayed,Los Angeles Port
CNT001901,SHP002109,40ft,Delayed,Hamburg Port
CNT001902,SHP000956,40ft,Delivered,Durban Port
CNT001903,SHP000125,40ft,In Transit,Durban Port
CNT001904,SHP002003,Reefer,Delivered,Los Angeles Port
CNT001905,SHP002173,20ft,Delivered,Durban Port
CNT001906,SHP002034,Reefer,In Transit,Dubai Port
CNT001907,SHP002710,40ft,Delivered,Rotterdam Port
CNT001908,SHP001545,20ft,Delivered,Hamburg Port
CNT001909,SHP000777,Reefer,Delayed,Singapore Port
CNT001910,SHP002880,Reefer,Delivered,Durban Port
CNT001911,SHP002779,Reefer,Delayed,Shanghai Port
CNT001912,SHP000198,20ft,Delivered,Rotterdam Port
CNT001913,SHP001375,Reefer,In Transit,Durban Port
CNT001914,SHP002812,40ft,In Transit,Dubai Port
CNT001915,SHP001369,20ft,In Transit,Singapore Port
CNT001916,SHP002223,Reefer,Delivered,Hamburg Port
CNT001917,SHP001496,20ft,Delivered,Lagos Port
CNT001918,SHP002123,20ft,In Transit,Shanghai Port
CNT001919,SHP002111,Reefer,Delayed,Shanghai Port
CNT001920,SHP001646,Reefer,Delayed,Lagos Port
CNT001921,SHP002228,20ft,Delivered,Durban Port
CNT001922,SHP000999,40ft,In Transit,Los Angeles Port
CNT001923,SHP001004,Reefer,Delayed,Singapore Port
CNT001924,SHP001883,20ft,In Transit,Lagos Port
CNT001925,SHP000245,Reefer,In Transit,Singapore Port
CNT001926,SHP002849,Reefer,Delivered,Hamburg Port
CNT001927,SHP001470,20ft,Delivered,Lagos Port
CNT001928,SHP000299,40ft,In Transit,Hamburg Port
CNT001929,SHP001512,Reefer,Delivered,Los Angeles Port
