vessel_id,vessel_name,capacity_teu,fuel_consumption_tpd,current_route,status
VSL001317,MSC Aurora,10883,298.61,RTE002674,Maintenance
VSL001318,Atlantic Carrier,14897,81.21,RTE000206,Active
VSL001319,Atlantic Carrier,3627,93.94,RTE000359,Docked
VSL001320,Maersk Horizon,5812,76.8,RTE001779,Maintenance
VSL001321,Maersk Horizon,11886,187.47,RTE000321,Docked
VSL001322,Oceanic Titan,1778,255.81,RTE002920,Maintenance
VSL001323,Oceanic Titan,17904,278.63,RTE001679,Active
VSL001324,MSC Aurora,14533,120.06,RTE001924,Active
VSL001325,Evergreen,8997,56.87,RTE000879,Docked
VSL001326,Evergreen,13932,232.75,RTE002289,Docked
VSL001327,MSC Aurora,6462,184.69,RTE000696,Maintenance
VSL001328,Atlantic Carrier,10128,197.93,RTE001779,Active
VSL001329,Atlantic Carrier,6471,92.33,RTE002599,Maintenance
VSL001330,Oceanic Titan,12244,167.74,RTE002720,Active
VSL001331,Oceanic Titan,18534,131.95,RTE001006,Maintenance
VSL001332,Maersk Horizon,13959,298.61,RTE001236,Maintenance
VSL001333,MSC Aurora,6916,293.86,RTE001767,Docked
VSL001334,MSC Aurora,6338,281.07,RTE002036,Docked
VSL001335,Maersk Horizon,6569,73.01,RTE002371,Active
VSL001336,MSC Aurora,5310,181.96,RTE000978,Active
VSL001337,Evergreen,15904,54.33,RTE001535,Maintenance
VSL001338,Evergreen,17613,180.23,RTE000872,Active
VSL001339,Oceanic Titan,13905,242.67,RTE002778,Docked
VSL001340,Evergreen,1437,100.57,RTE001198,Active
VSL001341,Evergreen,10104,141.46,RTE002572,Docked
VSL001342,Atlantic Carrier,19348,189.04,RTE001643,Docked
VSL001343,MSC Aurora,18172,231.07,RTE001969,Active
VSL001344,Maersk Horizon,9097,155.88,RTE000950,Active
VSL001345,Atlantic Carrier,19246,220.82,RTE001723,Docked
VSL001346,Maersk Horizon,4838,212.46,RTE001115,Docked
VSL001347,Atlantic Carrier,3891,63.08,RTE001686,Active
VSL001348,MSC Aurora,5482,129.28,RTE001595,Docked
VSL001349,MSC Aurora,18642,54.04,RTE000712,Maintenance
VSL001350,Atlantic Carrier,7204,164.87,RTE001567,Docked
VSL001351,Evergreen,5966,219.19,RTE002641,Maintenance
VSL001352,Evergreen,3060,63.5,RTE001340,Maintenance
VSL001353,MSC Aurora,17880,59.16,RTE001053,Docked
VSL001354,MSC Aurora,9832,201.74,RTE000957,Docked
VSL001355,Evergreen,5289,170.35,RTE001746,Docked
VSL001356,MSC Aurora,17462,135.06,RTE000515,Active
VSL001357,Maersk Horizon,16907,161.08,RTE002717,Active
VSL001358,Maersk Horizon,16101,139.63,RTE002912,Docked
VSL001359,MSC Aurora,10109,124.53,RTE002363,Active
VSL001360,Oceanic Titan,14628,221.36,RTE000813,Active
VSL001361,Atlantic Carrier,16089,104.42,RTE002421,Active
VSL001362,MSC Aurora,17133,159.75,RTE001830,Maintenance
VSL001363,Evergreen,11468,186.62,RTE000101,Maintenance
VSL001364,Maersk Horizon,12500,132.0,RTE002349,Docked
VSL001365,Oceanic Titan,2346,269.78,RTE000095,Maintenance
VSL001366,MSC Aurora,11177,92.92,RTE002036,Docked
VSL001367,MSC Aurora,1522,99.18,RTE002398,Maintenance
VSL001368,MSC Aurora,17886,276.39,RTE000355,Docked
VSL001369,Oceanic Titan,7006,148.8,RTE002362,Maintenance
VSL001370,MSC Aurora,4994,226.11,RTE000455,Docked
VSL001371,Evergreen,7022,264.7,RTE000519,Docked
VSL001372,Evergreen,8407,172.73,RTE002926,Active
VSL001373,Maersk Horizon,8769,164.33,RTE001869,Docked
VSL001374,Atlantic Carrier,7414,117.85,RTE002623,Maintenance
VSL001375,Evergreen,4739,270.55,RTE000407,Active
VSL001376,Atlantic Carrier,13354,171.74,RTE002353,Docked
VSL001377,MSC Aurora,11768,161.9,RTE000479,Docked
VSL001378,MSC Aurora,1579,123.47,RTE002156,Active
VSL001379,Maersk Horizon,6859,92.36,RTE002322,Active
VSL001380,Atlantic Carrier,14911,241.14,RTE002474,Active
VSL001381,Evergreen,11756,223.13,RTE002330,Maintenance
VSL001382,Oceanic Titan,16682,192.62,RTE001709,Maintenance
VSL001383,Oceanic Titan,11721,141.95,RTE002189,Maintenance
VSL001384,Atlantic Carrier,8633,254.65,RTE002198,Active
VSL001385,Oceanic Titan,12115,176.33,RTE002547,Maintenance
VSL001386,Evergreen,16043,207.05,RTE002797,Docked
VSL001387,Maersk Horizon,4192,143.33,RTE002040,Active
VSL001388,Maersk Horizon,13586,180.38,RTE002831,Maintenance
VSL001389,MSC Aurora,15539,85.28,RTE000781,Active
VSL001390,Oceanic Titan,19211,184.84,RTE001554,Active
VSL001391,Evergreen,7623,191.63,RTE002792,Active
VSL001392,Atlantic Carrier,19199,228.91,RTE002026,Maintenance
VSL001393,Oceanic Titan,17342,72.62,RTE002777,Active
VSL001394,MSC Aurora,18338,273.04,RTE000717,Maintenance
VSL001395,Oceanic Titan,4615,175.21,RTE001037,Active
VSL001396,Oceanic Titan,3424,53.91,RTE002150,Active
VSL001397,Oceanic Titan,14623,240.83,RTE002413,Maintenance
VSL001398,Oceanic Titan,8815,237.87,RTE000885,Maintenance
VSL001399,Atlantic Carrier,14052,281.23,RTE002413,Docked
VSL001400,Evergreen,9739,280.34,RTE002980,Maintenance
VSL001401,Evergreen,14450,269.61,RTE001251,Maintenance
VSL001402,Evergreen,17388,204.28,RTE001029,Active
VSL001403,Evergreen,14671,67.47,RTE000886,Maintenance
VSL001404,Atlantic Carrier,5918,194.69,RTE002490,Maintenance
VSL001405,Evergreen,3280,256.27,RTE001670,Active
VSL001406,Evergreen,5803,190.33,RTE001803,Maintenance
VSL001407,Atlantic Carrier,3678,62.2,RTE001611,Maintenance
VSL001408,Evergreen,3426,230.08,RTE001533,Maintenance
VSL001409,Maersk Horizon,2256,91.92,RTE000080,Docked
VSL001410,MSC Aurora,5750,208.27,RTE002435,Active
VSL001411,Atlantic Carrier,13017,172.06,RTE002136,Maintenance
VSL001412,Maersk Horizon,7555,53.31,RTE001097,Active
VSL001413,Evergreen,4161,263.2,RTE002107,Maintenance
VSL001414,Atlantic Carrier,7340,117.13,RTE001746,Maintenance
VSL001415,Evergreen,2929,190.34,RTE001567,Docked
VSL001416,Evergreen,5376,244.01,RTE001160,Active
VSL001417,Evergreen,6972,259.48,RTE000162,Maintenance
VSL001418,Maersk Horizon,5420,183.24,RTE000503,Active
VSL001419,Evergreen,10819,57.1,RTE001247,Docked
VSL001420,Oceanic Titan,5642,159.73,RTE000248,Active
VSL001421,Evergreen,11519,178.79,RTE002791,Docked
VSL001422,Maersk Horizon,1344,286.4,RTE000685,Maintenance
VSL001423,Atlantic Carrier,3831,96.51,RTE001755,Docked
VSL001424,MSC Aurora,12791,293.34,RTE002715,Maintenance
VSL001425,Evergreen,3840,91.99,RTE000388,Active
VSL001426,MSC Aurora,13241,163.07,RTE001448,Active
VSL001427,Oceanic Titan,11734,247.48,RTE002193,Maintenance
VSL001428,MSC Aurora,3457,245.26,RTE002486,Docked
VSL001429,MSC Aurora,16578,170.92,RTE000144,Active
VSL001430,MSC Aurora,15676,187.19,RTE001834,Active
VSL001431,Atlantic Carrier,1716,171.65,RTE001723,Docked
VSL001432,Maersk Horizon,12586,243.6,RTE002479,Maintenance
VSL001433,Oceanic Titan,9975,283.67,RTE000321,Active
VSL001434,Evergreen,1675,291.6,RTE002708,Docked
VSL001435,MSC Aurora,15825,125.85,RTE000618,Active
VSL001436,Oceanic Titan,15229,233.3,RTE002197,Active
VSL001437,Maersk Horizon,1988,114.32,RTE001689,Active
VSL001438,Maersk Horizon,17070,99.27,RTE000662,Docked
VSL001439,Evergreen,17555,88.36,RTE001091,Docked
VSL001440,Oceanic Titan,19104,164.78,RTE001801,Docked
VSL001441,Atlantic Carrier,7835,269.46,RTE001608,Docked
VSL001442,Evergreen,7570,67.03,RTE000592,Active
VSL001443,Evergreen,1585,54.78,RTE002753,Maintenance
VSL001444,Evergreen,12556,170.54,RTE001806,Docked
VSL001445,Oceanic Titan,12439,102.61,RTE001659,Active
VSL001446,Evergreen,12530,250.88,RTE000745,Docked
VSL001447,Atlantic Carrier,17617,113.83,RTE002887,Docked
VSL001448,Evergreen,12702,59.26,RTE000938,Docked
VSL001449,Maersk Horizon,8835,147.5,RTE002839,Maintenance
VSL001450,Atlantic Carrier,11364,220.14,RTE001600,Docked
VSL001451,MSC Aurora,9994,250.09,RTE002521,Maintenance
VSL001452,Maersk Horizon,9099,64.76,RTE002094,Active
VSL001453,Evergreen,7942,170.28,RTE002380,Docked
VSL001454,Oceanic Titan,19893,84.19,RTE002841,Active
VSL001455,MSC Aurora,18406,179.79,RTE000643,Active
VSL001456,Evergreen,13406,101.2,RTE002404,Docked
VSL001457,Oceanic Titan,15895,224.49,RTE001063,Maintenance
VSL001458,Atlantic Carrier,6269,121.93,RTE000794,Active
VSL001459,Maersk Horizon,15706,147.46,RTE001699,Active
VSL001460,Atlantic Carrier,5750,109.5,RTE002032,Active
VSL001461,MSC Aurora,18999,60.96,RTE000792,Maintenance
VSL001462,Atlantic Carrier,6634,297.82,RTE000458,Docked
VSL001463,Maersk Horizon,3053,284.17,RTE002120,Docked
VSL001464,Maersk Horizon,9412,207.77,RTE001288,Maintenance
VSL001465,MSC Aurora,3898,163.53,RTE000346,Docked
VSL001466,Maersk Horizon,1235,184.93,RTE002279,Docked
VSL001467,MSC Aurora,5850,125.68,RTE001647,Active
VSL001468,MSC Aurora,1921,177.27,RTE002278,Maintenance
VSL001469,Evergreen,16470,118.88,RTE002805,Maintenance
VSL001470,Evergreen,13712,262.52,RTE001836,Maintenance
VSL001471,MSC Aurora,7795,93.24,RTE002113,Maintenance
VSL001472,Atlantic Carrier,1009,157.38,RTE002447,Docked
VSL001473,MSC Aurora,14159,53.47,RTE002352,Docked
VSL001474,Atlantic Carrier,18054,138.17,RTE002384,Active
VSL001475,MSC Aurora,19395,265.61,RTE000733,Active
VSL001476,Oceanic Titan,8242,51.48,RTE001168,Maintenance
VSL001477,MSC Aurora,6881,234.01,RTE002508,Maintenance
VSL001478,MSC Aurora,3822,141.51,RTE002871,Active
VSL001479,Atlantic Carrier,14851,169.32,RTE001432,Active
VSL001480,Evergreen,12814,106.54,RTE002370,Docked
VSL001481,MSC Aurora,9685,58.7,RTE000514,Active
VSL001482,Atlantic Carrier,11951,182.78,RTE000765,Active
VSL001483,Oceanic Titan,12467,63.39,RTE002181,Docked
VSL001484,Oceanic Titan,19452,113.76,RTE001720,Maintenance
VSL001485,Oceanic Titan,10455,161.62,RTE001005,Maintenance
VSL001486,Maersk Horizon,14458,106.75,RTE002072,Active
VSL001487,Evergreen,7579,158.99,RTE001490,Docked
VSL001488,MSC Aurora,10968,118.62,RTE001531,Docked
VSL001489,Atlantic Carrier,16884,223.17,RTE000157,Docked
VSL001490,Maersk Horizon,6120,124.04,RTE002053,Maintenance
VSL001491,Evergreen,14327,152.07,RTE000746,Docked
VSL001492,Maersk Horizon,7344,188.06,RTE001968,Active
VSL001493,Evergreen,10974,239.76,RTE000235,Docked
VSL001494,Oceanic Titan,3385,179.85,RTE002878,Maintenance
VSL001495,MSC Aurora,1094,164.7,RTE001453,Maintenance
VSL001496,Maersk Horizon,8637,197.95,RTE002487,Docked
VSL001497,MSC Aurora,18922,255.67,RTE002058,Docked
VSL001498,Evergreen,8146,252.63,RTE000513,Docked
VSL001499,Maersk Horizon,15626,130.45,RTE001635,Docked
VSL001500,Oceanic Titan,1602,183.59,RTE001212,Maintenance
VSL001501,Evergreen,9768,136.23,RTE001162,Docked
VSL001502,Evergreen,15917,75.41,RTE000751,Active
VSL001503,Atlantic Carrier,2361,298.23,RTE002373,Maintenance
VSL001504,Evergreen,2703,81.92,RTE000588,Docked
VSL001505,Maersk Horizon,15356,162.37,RTE002485,Maintenance
VSL001506,MSC Aurora,11813,67.72,RTE000831,Active
VSL001507,Maersk Horizon,14088,241.55,RTE002092,Maintenance
VSL001508,Atlantic Carrier,19037,212.56,RTE001676,Active
VSL001509,Evergreen,18330,77.06,RTE001717,Maintenance
VSL001510,Oceanic Titan,10755,166.63,RTE002422,Maintenance
VSL001511,Evergreen,14737,214.11,RTE000307,Active
VSL001512,Oceanic Titan,5270,198.15,RTE001774,Docked
VSL001513,Atlantic Carrier,9143,108.18,RTE001840,Active
VSL001514,Atlantic Carrier,5619,289.12,RTE001163,Maintenance
VSL001515,MSC Aurora,8226,241.12,RTE000438,Active
VSL001516,Maersk Horizon,1419,271.7,RTE000987,Docked
VSL001517,Maersk Horizon,3039,222.93,RTE002454,Docked
VSL001518,Oceanic Titan,2094,187.51,RTE001022,Active
VSL001519,Maersk Horizon,14262,219.83,RTE002904,Active
VSL001520,Oceanic Titan,16930,87.88,RTE002325,Active
VSL001521,Oceanic Titan,8921,258.75,RTE001080,Active
VSL001522,Atlantic Carrier,2459,157.62,RTE000812,Maintenance
VSL001523,Oceanic Titan,10652,133.64,RTE000652,Active
VSL001524,Atlantic Carrier,10641,149.93,RTE000426,Docked
VSL001525,Maersk Horizon,3581,150.0,RTE000512,Maintenance
VSL001526,Evergreen,6263,202.53,RTE002163,Active
VSL001527,Maersk Horizon,15512,276.16,RTE002308,Active
VSL001528,Oceanic Titan,14370,151.77,RTE000871,Active
VSL001529,MSC Aurora,15657,150.97,RTE002235,Maintenance
VSL001530,Oceanic Titan,6821,292.81,RTE002843,Docked
VSL001531,Oceanic Titan,10013,255.5,RTE000869,Active
VSL001532,Maersk Horizon,5019,164.12,RTE001605,Active
VSL001533,Maersk Horizon,14540,251.58,RTE000297,Active
VSL001534,Maersk Horizon,5507,230.5,RTE000300,Active
VSL001535,Maersk Horizon,7610,246.81,RTE001151,Docked
VSL001536,Atlantic Carrier,10546,51.86,RTE002705,Docked
VSL001537,Maersk Horizon,9445,62.31,RTE001992,Active
VSL001538,Evergreen,15057,211.75,RTE001862,Active
VSL001539,Atlantic Carrier,9656,215.81,RTE001489,Maintenance
VSL001540,Evergreen,5089,202.5,RTE001186,Maintenance
VSL001541,Evergreen,8845,219.37,RTE001630,Docked
VSL001542,Maersk Horizon,1331,57.5,RTE001914,Docked
VSL001543,Maersk Horizon,1008,62.2,RTE001849,Docked
VSL001544,Oceanic Titan,17969,189.62,RTE002787,Docked
VSL001545,Maersk Horizon,7208,88.7,RTE002941,Maintenance
VSL001546,Atlantic Carrier,15075,257.3,RTE001781,Docked
VSL001547,Maersk Horizon,13300,87.07,RTE000582,Docked
VSL001548,Oceanic Titan,19311,171.16,RTE001286,Docked
VSL001549,Evergreen,5034,291.36,RTE001268,Maintenance
VSL001550,Atlantic Carrier,15639,266.78,RTE001790,Maintenance
VSL001551,Evergreen,16544,278.18,RTE000504,Maintenance
VSL001552,Atlantic Carrier,3087,238.16,RTE002427,Docked
VSL001553,Oceanic Titan,9561,66.52,RTE001794,Active
VSL001554,Oceanic Titan,19864,79.91,RTE002210,Maintenance
VSL001555,Maersk Horizon,7056,183.99,RTE000494,Docked
VSL001556,Evergreen,2217,218.32,RTE001613,Maintenance
VSL001557,Evergreen,16412,283.45,RTE001204,Docked
VSL001558,Evergreen,14220,233.57,RTE001595,Docked
VSL001559,Oceanic Titan,15734,65.11,RTE002005,Maintenance
VSL001560,Oceanic Titan,4602,52.72,RTE001569,Maintenance
VSL001561,Oceanic Titan,15647,291.57,RTE001839,Docked
VSL001562,Evergreen,13380,278.44,RTE001616,Maintenance
VSL001563,Oceanic Titan,1101,95.84,RTE000564,Active
VSL001564,Atlantic Carrier,19654,161.2,RTE002564,Docked
VSL001565,Atlantic Carrier,9378,168.86,RTE001300,Docked
VSL001566,Atlantic Carrier,18628,122.29,RTE002896,Active
VSL001567,Oceanic Titan,6673,180.55,RTE002590,Docked
VSL001568,Oceanic Titan,4928,142.85,RTE001600,Maintenance
VSL001569,Maersk Horizon,7574,247.74,RTE000018,Docked
VSL001570,Oceanic Titan,15391,140.68,RTE002915,Docked
VSL001571,Evergreen,16867,206.56,RTE000868,Docked
VSL001572,Evergreen,14681,156.89,RTE000231,Docked
VSL001573,Oceanic Titan,16418,261.73,RTE000758,Maintenance
VSL001574,MSC Aurora,1477,87.47,RTE002806,Maintenance
VSL001575,Oceanic Titan,9457,98.74,RTE001380,Active
VSL001576,MSC Aurora,11927,51.69,RTE001756,Active
VSL001577,Maersk Horizon,5444,75.69,RTE001504,Active
VSL001578,MSC Aurora,17569,259.27,RTE001616,Active
VSL001579,Maersk Horizon,2506,89.16,RTE002537,Docked
VSL001580,Oceanic Titan,8030,144.19,RTE000415,Maintenance
VSL001581,Atlantic Carrier,5530,296.5,RTE002677,Docked
VSL001582,MSC Aurora,17955,206.93,RTE001945,Docked
VSL001583,Oceanic Titan,18689,271.98,RTE001937,Maintenance
VSL001584,Evergreen,7523,266.48,RTE001045,Docked
VSL001585,Maersk Horizon,3862,204.32,RTE000573,Active
VSL001586,Evergreen,13646,159.51,RTE002598,Docked
VSL001587,Maersk Horizon,16199,168.02,RTE001912,Docked
VSL001588,Evergreen,12812,244.89,RTE000270,Docked
VSL001589,Maersk Horizon,8099,248.52,RTE002807,Active
VSL001590,Oceanic Titan,4838,252.93,RTE002371,Active
VSL001591,Maersk Horizon,17195,111.47,RTE001052,Active
VSL001592,MSC Aurora,9059,59.75,RTE000034,Docked
VSL001593,MSC Aurora,11666,240.8,RTE001051,Maintenance
VSL001594,Evergreen,6016,140.42,RTE002931,Maintenance
VSL001595,Atlantic Carrier,17516,291.32,RTE001224,Docked
VSL001596,MSC Aurora,19244,222.66,RTE002562,Maintenance
VSL001597,Maersk Horizon,10790,150.86,RTE001479,Docked
VSL001598,Atlantic Carrier,12817,107.81,RTE000676,Active
VSL001599,Evergreen,5858,243.92,RTE000839,Maintenance
VSL001600,Evergreen,14299,139.55,RTE002379,Maintenance
VSL001601,Oceanic Titan,17223,171.23,RTE002534,Maintenance
VSL001602,Atlantic Carrier,11320,105.15,RTE000611,Maintenance
VSL001603,Oceanic Titan,12984,190.43,RTE000165,Docked
VSL001604,Atlantic Carrier,3225,130.29,RTE000457,Active
VSL001605,Maersk Horizon,2944,266.99,RTE001983,Maintenance
VSL001606,Maersk Horizon,6123,61.72,RTE000086,Maintenance
VSL001607,Oceanic Titan,6532,293.61,RTE000909,Docked
VSL001608,MSC Aurora,7008,220.84,RTE000032,Maintenance
VSL001609,Maersk Horizon,8273,167.32,RTE001309,Maintenance
VSL001610,Evergreen,10764,120.79,RTE002946,Active
VSL001611,Evergreen,3722,83.35,RTE002143,Maintenance
VSL001612,Oceanic Titan,13529,132.39,RTE000595,Active
VSL001613,Evergreen,4126,255.2,RTE002465,Docked
VSL001614,Evergreen,8333,110.59,RTE002050,Active
VSL001615,MSC Aurora,5503,288.73,RTE002625,Maintenance
VSL001616,Maersk Horizon,10988,138.58,RTE002767,Maintenance
VSL001617,MSC Aurora,11817,75.11,RTE001893,Maintenance
VSL001618,Maersk Horizon,10867,126.48,RTE001740,Active
VSL001619,Maersk Horizon,12988,178.86,RTE002805,Maintenance
VSL001620,Atlantic Carrier,14605,268.39,RTE002746,Active
VSL001621,MSC Aurora,10912,173.56,RTE000887,Docked
VSL001622,Oceanic Titan,8668,176.18,RTE002379,Active
VSL001623,Oceanic Titan,18467,55.45,RTE000658,Docked
VSL001624,Oceanic Titan,2233,222.24,RTE002872,Maintenance
VSL001625,Maersk Horizon,17000,262.44,RTE002148,Maintenance
VSL001626,Atlantic Carrier,6520,132.64,RTE001197,Active
VSL001627,Evergreen,4801,224.94,RTE002907,Active
VSL001628,Evergreen,19235,298.66,RTE001854,Active
VSL001629,Atlantic Carrier,10319,101.2,RTE001280,Docked
VSL001630,MSC Aurora,3999,202.75,RTE001277,Maintenance
VSL001631,MSC Aurora,1242,202.68,RTE001810,Maintenance
VSL001632,Atlantic Carrier,11422,254.95,RTE000556,Maintenance
VSL001633,Evergreen,1495,299.48,RTE000118,Active
VSL001634,MSC Aurora,10221,108.09,RTE002378,Docked
VSL001635,Oceanic Titan,9698,218.07,RTE001902,Maintenance
VSL001636,Evergreen,10945,184.35,RTE000467,Active
VSL001637,MSC Aurora,9136,200.7,RTE002936,Docked
VSL001638,MSC Aurora,12219,64.03,RTE002558,Active
VSL001639,MSC Aurora,8105,168.14,RTE002966,Active
VSL001640,Atlantic Carrier,18099,103.25,RTE002071,Docked
VSL001641,Atlantic Carrier,13208,256.49,RTE000255,Maintenance
VSL001642,Maersk Horizon,6121,215.03,RTE000003,Active
VSL001643,Evergreen,2941,205.01,RTE000331,Active
VSL001644,Oceanic Titan,19657,67.96,RTE001103,Active
VSL001645,Maersk Horizon,2341,91.04,RTE000452,Active
VSL001646,MSC Aurora,11323,164.23,RTE000977,Docked
VSL001647,Oceanic Titan,17062,72.24,RTE001668,Maintenance
VSL001648,Atlantic Carrier,8478,61.19,RTE002955,Active
VSL001649,Atlantic Carrier,9100,104.66,RTE002439,Docked
VSL001650,Oceanic Titan,16339,130.2,RTE001421,Active
VSL001651,Evergreen,16054,55.05,RTE000928,Active
VSL001652,Maersk Horizon,19411,71.35,RTE001263,Docked
VSL001653,Oceanic Titan,13134,162.43,RTE001028,Active
VSL001654,Oceanic Titan,18825,285.56,RTE000249,Active
VSL001655,Evergreen,15802,216.57,RTE002329,Active
VSL001656,MSC Aurora,8185,184.13,RTE000028,Active
VSL001657,Atlantic Carrier,10719,54.51,RTE001054,Maintenance
VSL001658,Atlantic Carrier,3845,51.53,RTE000099,Docked
VSL001659,Atlantic Carrier,10501,213.19,RTE001001,Docked
VSL001660,Atlantic Carrier,11783,209.47,RTE000272,Docked
VSL001661,Oceanic Titan,12150,251.46,RTE001646,Maintenance
VSL001662,MSC Aurora,8425,257.28,RTE000578,Docked
VSL001663,Oceanic Titan,14158,185.59,RTE001854,Active
VSL001664,MSC Aurora,10814,204.62,RTE000398,Docked
VSL001665,Atlantic Carrier,13329,160.8,RTE000297,Docked
VSL001666,Evergreen,14109,247.04,RTE001671,Docked
VSL001667,Atlantic Carrier,19612,77.54,RTE001769,Active
VSL001668,Evergreen,8012,54.75,RTE002606,Active
VSL001669,Atlantic Carrier,17872,62.46,RTE001281,Active
VSL001670,MSC Aurora,4553,278.25,RTE000239,Docked
VSL001671,Evergreen,9065,281.07,RTE000440,Maintenance
VSL001672,MSC Aurora,5317,75.68,RTE002118,Maintenance
VSL001673,Maersk Horizon,3873,122.83,RTE002638,Maintenance
VSL001674,Maersk Horizon,13986,192.44,RTE002857,Active
VSL001675,Maersk Horizon,12024,130.08,RTE002926,Docked
VSL001676,Maersk Horizon,7044,197.97,RTE002940,Maintenance
VSL001677,Atlantic Carrier,19338,117.95,RTE000551,Docked
VSL001678,Oceanic Titan,17525,242.06,RTE001553,Active
VSL001679,Evergreen,2971,215.24,RTE001954,Maintenance
VSL001680,Maersk Horizon,12774,109.31,RTE000034,Docked
VSL001681,Maersk Horizon,1995,68.3,RTE002025,Active
VSL001682,Evergreen,14743,291.6,RTE001921,Active
VSL001683,Oceanic Titan,2972,180.89,RTE000660,Docked
VSL001684,MSC Aurora,17720,138.78,RTE002888,Active
VSL001685,Evergreen,4171,85.11,RTE002316,Active
VSL001686,Evergreen,2828,214.28,RTE002750,Maintenance
VSL001687,Evergreen,10365,161.4,RTE002569,Maintenance
VSL001688,MSC Aurora,3240,173.04,RTE002896,Maintenance
VSL001689,Atlantic Carrier,16742,184.66,RTE002500,Active
VSL001690,Oceanic Titan,7420,282.52,RTE001976,Docked
VSL001691,Atlantic Carrier,18298,226.26,RTE002572,Active
VSL001692,Evergreen,15859,166.47,RTE001910,Maintenance
VSL001693,Oceanic Titan,19825,121.83,RTE002600,Active
VSL001694,Atlantic Carrier,16851,294.05,RTE002129,Active
VSL001695,Maersk Horizon,6974,55.55,RTE000298,Docked
VSL001696,Evergreen,4112,132.29,RTE000029,Active
VSL001697,Atlantic Carrier,7445,159.95,RTE002657,Active
VSL001698,Atlantic Carrier,1881,207.55,RTE000635,Maintenance
VSL001699,MSC Aurora,3364,297.12,RTE002630,Docked
VSL001700,Maersk Horizon,12207,150.44,RTE002766,Active
VSL001701,Evergreen,14391,107.84,RTE000758,Maintenance
VSL001702,Atlantic Carrier,16604,81.13,RTE002535,Active
VSL001703,Oceanic Titan,8124,263.32,RTE000936,Active
VSL001704,Evergreen,16394,87.15,RTE002978,Active
VSL001705,Oceanic Titan,18661,144.71,RTE001982,Docked
VSL001706,Oceanic Titan,9786,209.34,RTE001254,Active
VSL001707,Maersk Horizon,17301,256.54,RTE000003,Active
VSL001708,Oceanic Titan,8679,267.28,RTE002953,Maintenance
VSL001709,Oceanic Titan,8529,193.29,RTE001125,Active
VSL001710,Oceanic Titan,5018,105.25,RTE000894,Active
VSL001711,Evergreen,11687,181.63,RTE002158,Maintenance
VSL001712,Evergreen,8663,147.57,RTE000305,Active
VSL001713,Oceanic Titan,14974,107.34,RTE002671,Docked
VSL001714,MSC Aurora,11649,118.11,RTE002800,Active
VSL001715,Atlantic Carrier,14603,189.72,RTE000068,Docked
VSL001716,Evergreen,13357,100.22,RTE002142,Maintenance
VSL001717,Evergreen,18839,291.12,RTE002170,Active
VSL001718,Maersk Horizon,2979,151.97,RTE001820,Docked
VSL001719,MSC Aurora,6278,271.12,RTE001215,Maintenance
VSL001720,Evergreen,7617,205.09,RTE000730,Active
VSL001721,Maersk Horizon,16912,244.28,RTE001176,Docked
VSL001722,MSC Aurora,4692,72.08,RTE002461,Active
VSL001723,MSC Aurora,7281,213.68,RTE001468,Docked
VSL001724,Oceanic Titan,7120,129.99,RTE002845,Active
VSL001725,Evergreen,18824,208.25,RTE002184,Docked
VSL001726,Oceanic Titan,1029,266.1,RTE000246,Active
VSL001727,Atlantic Carrier,11355,97.15,RTE001988,Docked
VSL001728,Oceanic Titan,10524,161.48,RTE000318,Docked
VSL001729,MSC Aurora,11935,224.47,RTE000448,Active
VSL001730,Evergreen,19555,215.57,RTE000264,Active
VSL001731,Evergreen,13952,159.34,RTE000678,Maintenance
VSL001732,Oceanic Titan,15526,56.85,RTE000900,Maintenance
VSL001733,MSC Aurora,4121,51.6,RTE001114,Maintenance
VSL001734,Oceanic Titan,10729,50.86,RTE000952,Maintenance
VSL001735,Oceanic Titan,15086,137.01,RTE001938,Docked
VSL001736,Atlantic Carrier,17330,60.52,RTE002236,Active
VSL001737,Oceanic Titan,10709,124.65,RTE001601,Docked
VSL001738,Evergreen,19830,277.16,RTE002389,Maintenance
VSL001739,Maersk Horizon,16814,194.72,RTE001666,Docked
VSL001740,Oceanic Titan,17982,109.53,RTE001910,Maintenance
VSL001741,Maersk Horizon,19771,173.09,RTE000274,Maintenance
VSL001742,Evergreen,4180,181.63,RTE002660,Maintenance
VSL001743,MSC Aurora,6796,188.78,RTE002084,Docked
VSL001744,Oceanic Titan,17051,111.51,RTE001106,Docked
VSL001745,Evergreen,2430,91.29,RTE001229,Maintenance
VSL001746,Maersk Horizon,2613,276.8,RTE001765,Maintenance
VSL001747,Atlantic Carrier,12261,91.39,RTE001309,Active
VSL001748,Evergreen,7403,120.37,RTE000148,Active
VSL001749,Evergreen,15179,184.37,RTE000706,Maintenance
VSL001750,Evergreen,9479,148.78,RTE002046,Maintenance
VSL001751,MSC Aurora,16750,144.82,RTE002819,Docked
VSL001752,Evergreen,19897,214.27,RTE001623,Maintenance
VSL001753,Maersk Horizon,5663,59.75,RTE001236,Maintenance
VSL001754,MSC Aurora,12973,218.48,RTE000555,Maintenance
VSL001755,Maersk Horizon,13041,262.86,RTE002667,Active
VSL001756,Atlantic Carrier,7441,193.62,RTE002471,Active
VSL001757,Maersk Horizon,2702,167.32,RTE000795,Docked
VSL001758,Oceanic Titan,18420,135.2,RTE001118,Active
