route_id,origin_port,destination_port,distance_km,average_time_days,fuel_cost
RTE001340,Hamburg Port,Shanghai Port,4910,5,47028.07
RTE001341,Hamburg Port,Singapore Port,19241,2,7563.73
RTE001342,Los Angeles Port,Singapore Port,6052,36,37639.67
RTE001343,Rotterdam Port,Hamburg Port,10369,29,43230.91
RTE001344,Singapore Port,Hamburg Port,10205,34,41512.9
RTE001345,Shanghai Port,Shanghai Port,15332,3,30423.64
RTE001346,Dubai Port,Lagos Port,3962,35,10074.71
RTE001347,Lagos Port,Lagos Port,5994,25,47399.89
RTE001348,Lagos Port,Rotterdam Port,18525,30,14927.91
RTE001349,Lagos Port,Los Angeles Port,1464,23,5593.52
RTE001350,Singapore Port,Durban Port,3659,35,18688.53
RTE001351,Rotterdam Port,Dubai Port,5303,26,22087.27
RTE001352,Los Angeles Port,Lagos Port,4686,33,48880.26
RTE001353,Rotterdam Port,Durban Port,18810,31,7117.68
RTE001354,Shanghai Port,Shanghai Port,19070,31,5118.07
RTE001355,Singapore Port,Shanghai Port,17577,13,33737.5
RTE001356,Los Angeles Port,Rotterdam Port,18801,14,7641.9
RTE001357,Dubai Port,Dubai Port,4678,12,8437.19
RTE001358,Hamburg Port,Singapore Port,8199,4,20946.18
RTE001359,Durban Port,Lagos Port,17196,32,1473.34
RTE001360,Lagos Port,Rotterdam Port,5016,21,5402.66
RTE001361,Shanghai Port,Shanghai Port,5403,34,10348.56
RTE001362,Singapore Port,Singapore Port,12053,16,16203.16
RTE001363,Rotterdam Port,Rotterdam Port,5518,11,4445.64
RTE001364,Shanghai Port,Los Angeles Port,16169,37,36591.44
RTE001365,Hamburg Port,Los Angeles Port,18747,8,49793.57
RTE001366,Durban Port,Hamburg Port,14235,22,28856.99
RTE001367,Los Angeles Port,Rotterdam Port,5758,4,28551.33
RTE001368,Durban Port,Singapore Port,14226,8,39985.86
RTE001369,Durban Port,Hamburg Port,6340,21,34663.26
RTE001370,Lagos Port,Shanghai Port,5760,4,49056.18
RTE001371,Los Angeles Port,Singapore Port,15261,23,1766.61
RTE001372,Hamburg Port,Rotterdam Port,4992,4,26943.0
RTE001373,Hamburg Port,Hamburg Port,4837,12,31365.2
RTE001374,Hamburg Port,Shanghai Port,9729,28,37003.51
RTE001375,Durban Port,Los Angeles Port,10336,12,37483.29
RTE001376,Rotterdam Port,Singapore Port,11556,25,8764.39
RTE001377,Los Angeles Port,Singapore Port,6519,25,27014.57
RTE001378,Shanghai Port,Rotterdam Port,9429,12,23990.04
RTE001379,Rotterdam Port,Los Angeles Port,4760,10,7337.41
RTE001380,Los Angeles Port,Los Angeles Port,15460,4,41910.47
RTE001381,Lagos Port,Los Angeles Port,6994,30,34251.39
RTE001382,Hamburg Port,Dubai Port,4910,28,10738.27
RTE001383,Dubai Port,Rotterdam Port,17701,17,40629.69
RTE001384,Lagos Port,Hamburg Port,11928,37,21245.49
RTE001385,Shanghai Port,Rotterdam Port,14060,16,1592.66
RTE001386,Durban Port,Lagos Port,2774,22,3034.36
RTE001387,Shanghai Port,Singapore Port,14166,35,13095.47
RTE001388,Shanghai Port,Hamburg Port,8419,33,24775.85
RTE001389,Shanghai Port,Los Angeles Port,6594,13,36178.98
RTE001390,Singapore Port,Lagos Port,19505,12,21944.65
RTE001391,Singapore Port,Hamburg Port,10143,18,2122.9
RTE001392,Los Angeles Port,Durban Port,9255,9,22125.59
RTE001393,Rotterdam Port,Los Angeles Port,14955,37,13149.84
RTE001394,Hamburg Port,Los Angeles Port,18624,3,27428.68
RTE001395,Rotterdam Port,Durban Port,17417,32,24621.73
RTE001396,Los Angeles Port,Dubai Port,15290,22,28291.15
RTE001397,Durban Port,Lagos Port,11345,3,45439.6
RTE001398,Shanghai Port,Singapore Port,1444,26,37238.46
RTE001399,Singapore Port,Los Angeles Port,19396,34,15643.85
RTE001400,Shanghai Port,Lagos Port,11111,39,18078.72
RTE001401,Shanghai Port,Shanghai Port,17423,37,8580.76
RTE001402,Singapore Port,Hamburg Port,3886,16,26860.37
RTE001403,Hamburg Port,Hamburg Port,17501,18,43158.85
RTE001404,Dubai Port,Hamburg Port,12344,36,28719.52
RTE001405,Dubai Port,Shanghai Port,4592,8,34866.74
RTE001406,Los Angeles Port,Rotterdam Port,16053,10,26125.71
RTE001407,Durban Port,Lagos Port,7047,21,45348.38
RTE001408,Durban Port,Hamburg Port,18083,7,1743.27
RTE001409,Durban Port,Singapore Port,2108,5,43751.54
RTE001410,Shanghai Port,Hamburg Port,5503,7,22656.65
RTE001411,Los Angeles Port,Singapore Port,8824,4,31009.54
RTE001412,Rotterdam Port,Hamburg Port,8640,3,34942.73
RTE001413,Hamburg Port,Rotterdam Port,17861,23,15080.48
RTE001414,Rotterdam Port,Los Angeles Port,10101,31,10334.72
RTE001415,Singapore Port,Rotterdam Port,1602,8,40642.01
RTE001416,Hamburg Port,Hamburg Port,18990,11,21457.63
RTE001417,Shanghai Port,Singapore Port,10375,21,39006.0
RTE001418,Rotterdam Port,Hamburg Port,8049,12,17607.51
RTE001419,Lagos Port,Durban Port,18469,21,23291.35
RTE001420,Hamburg Port,Lagos Port,14077,17,23894.93
RTE001421,Dubai Port,Los Angeles Port,12270,39,14183.68
RTE001422,Hamburg Port,Los Angeles Port,9538,24,11479.04
RTE001423,Rotterdam Port,Los Angeles Port,12761,11,47675.17
RTE001424,Shanghai Port,Durban Port,14434,17,41489.15
RTE001425,Singapore Port,Dubai Port,8971,34,38684.52
RTE001426,Hamburg Port,Singapore Port,18297,39,29816.96
RTE001427,Dubai Port,Durban Port,12641,13,16057.93
RTE001428,Durban Port,Dubai Port,2129,38,38995.29
RTE001429,Rotterdam Port,Los Angeles Port,9100,3,8179.41
RTE001430,Dubai Port,Shanghai Port,3591,28,15588.39
RTE001431,Hamburg Port,Singapore Port,17729,9,9764.22
RTE001432,Rotterdam Port,Dubai Port,3926,15,17357.36
RTE001433,Lagos Port,Hamburg Port,17010,2,7703.47
RTE001434,Durban Port,Singapore Port,9617,30,39889.03
RTE001435,Hamburg Port,Lagos Port,14834,27,28252.29
RTE001436,Hamburg Port,Dubai Port,10404,13,8810.07
RTE001437,Durban Port,Dubai Port,13142,11,26179.41
RTE001438,Durban Port,Dubai Port,8534,36,44130.99
RTE001439,Rotterdam Port,Hamburg Port,13683,20,40442.59
RTE001440,Singapore Port,Durban Port,18916,12,32730.22
RTE001441,Durban Port,Los Angeles Port,12417,39,46907.35
RTE001442,Rotterdam Port,Hamburg Port,18316,9,43885.97
RTE001443,Dubai Port,Rotterdam Port,12982,32,4779.6
RTE001444,Rotterdam Port,Shanghai Port,2275,14,13312.49
RTE001445,Durban Port,Los Angeles Port,6657,14,18910.13
RTE001446,Los Angeles Port,Hamburg Port,13984,25,19735.27
RTE001447,Dubai Port,Singapore Port,7315,4,1667.65
RTE001448,Shanghai Port,Shanghai Port,6944,23,19872.75
RTE001449,Hamburg Port,Singapore Port,17719,35,10708.57
RTE001450,Dubai Port,Singapore Port,19420,11,32989.39
RTE001451,Durban Port,Hamburg Port,17887,22,10252.45
RTE001452,Los Angeles Port,Hamburg Port,12184,32,21491.99
RTE001453,Shanghai Port,Singapore Port,18939,35,44135.71
RTE001454,Durban Port,Shanghai Port,17728,39,16607.96
RTE001455,Shanghai Port,Singapore Port,3988,7,9566.17
RTE001456,Lagos Port,Shanghai Port,13022,22,44324.47
RTE001457,Shanghai Port,Lagos Port,19723,7,9098.77
RTE001458,Durban Port,Hamburg Port,1764,34,25864.29
RTE001459,Los Angeles Port,Rotterdam Port,17961,38,45625.23
RTE001460,Hamburg Port,Shanghai Port,6912,14,37041.44
RTE001461,Hamburg Port,Singapore Port,6383,18,7182.09
RTE001462,Dubai Port,Singapore Port,9769,26,4464.98
RTE001463,Durban Port,Rotterdam Port,6573,13,17071.23
RTE001464,Shanghai Port,Dubai Port,5232,27,27666.59
RTE001465,Los Angeles Port,Durban Port,1585,4,30944.24
RTE001466,Shanghai Port,Durban Port,6175,6,1697.42
RTE001467,Los Angeles Port,Dubai Port,14374,34,18910.4
RTE001468,Singapore Port,Singapore Port,3019,12,32662.91
RTE001469,Shanghai Port,Singapore Port,3928,3,43835.54
RTE001470,Rotterdam Port,Hamburg Port,13086,29,18034.08
RTE001471,Shanghai Port,Rotterdam Port,16249,30,24264.91
RTE001472,Shanghai Port,Singapore Port,12400,23,29542.66
RTE001473,Los Angeles Port,Dubai Port,8017,14,35783.91
RTE001474,Singapore Port,Los Angeles Port,9566,31,4604.01
RTE001475,Hamburg Port,Rotterdam Port,15353,37,43146.09
RTE001476,Los Angeles Port,Durban Port,3118,6,21970.12
RTE001477,Rotterdam Port,Hamburg Port,16862,30,31973.46
RTE001478,Rotterdam Port,Rotterdam Port,4427,2,21860.1
RTE001479,Los Angeles Port,Rotterdam Port,11521,6,39909.37
RTE001480,Shanghai Port,Hamburg Port,10386,5,18545.78
RTE001481,Dubai Port,Los Angeles Port,18286,24,34152.94
RTE001482,Los Angeles Port,Los Angeles Port,18409,37,20152.83
RTE001483,Los Angeles Port,Hamburg Port,4830,38,19416.45
RTE001484,Hamburg Port,Los Angeles Port,8110,20,5153.35
RTE001485,Lagos Port,Singapore Port,3541,32,37806.55
RTE001486,Durban Port,Singapore Port,5676,31,31062.35
RTE001487,Singapore Port,Rotterdam Port,7096,12,39528.45
RTE001488,Shanghai Port,Singapore Port,15266,37,45817.79
RTE001489,Shanghai Port,Shanghai Port,18077,39,10040.84
RTE001490,Rotterdam Port,Dubai Port,1109,32,49430.63
RTE001491,Durban Port,Dubai Port,19347,18,39091.24
RTE001492,Los Angeles Port,Hamburg Port,19165,32,13582.21
RTE001493,Los Angeles Port,Dubai Port,19350,6,39287.73
RTE001494,Shanghai Port,Hamburg Port,2824,12,2463.64
RTE001495,Hamburg Port,Los Angeles Port,17969,28,10921.24
RTE001496,Los Angeles Port,Durban Port,747,26,37375.41
RTE001497,Durban Port,Singapore Port,7672,36,32501.26
RTE001498,Dubai Port,Dubai Port,16119,31,17542.53
RTE001499,Singapore Port,Shanghai Port,4135,35,27623.45
RTE001500,Shanghai Port,Dubai Port,15355,11,5145.94
RTE001501,Rotterdam Port,Rotterdam Port,9471,11,41243.91
RTE001502,Los Angeles Port,Lagos Port,17319,8,32010.91
RTE001503,Rotterdam Port,Hamburg Port,8657,14,15549.12
RTE001504,Lagos Port,Shanghai Port,19543,3,19848.14
RTE001505,Lagos Port,Durban Port,10922,35,39916.66
RTE001506,Dubai Port,Shanghai Port,16534,30,49285.11
RTE001507,Durban Port,Los Angeles Port,10766,33,26600.08
RTE001508,Dubai Port,Los Angeles Port,18861,32,29157.77
RTE001509,Singapore Port,Rotterdam Port,17642,35,7914.97
RTE001510,Los Angeles Port,Dubai Port,8471,19,46840.63
RTE001511,Shanghai Port,Lagos Port,3231,33,43960.37
RTE001512,Shanghai Port,Hamburg Port,7382,21,19722.54
RTE001513,Singapore Port,Shanghai Port,1491,16,46890.34
RTE001514,Hamburg Port,Rotterdam Port,12798,13,44082.5
RTE001515,Lagos Port,Durban Port,846,14,26827.87
RTE001516,Dubai Port,Los Angeles Port,5441,27,4140.66
RTE001517,Lagos Port,Hamburg Port,13030,9,19556.26
RTE001518,Lagos Port,Shanghai Port,14708,10,31053.68
RTE001519,Rotterdam Port,Hamburg Port,5367,17,3206.66
RTE001520,Singapore Port,Dubai Port,13442,30,46679.8
RTE001521,Dubai Port,Hamburg Port,17570,38,24226.12
RTE001522,Los Angeles Port,Lagos Port,4152,26,44761.15
RTE001523,Durban Port,Lagos Port,16867,5,26978.12
RTE001524,Shanghai Port,Shanghai Port,18121,37,35398.79
RTE001525,Rotterdam Port,Hamburg Port,8525,33,41945.79
RTE001526,Dubai Port,Shanghai Port,19156,4,13694.53
RTE001527,Singapore Port,Lagos Port,3896,4,37871.54
RTE001528,Lagos Port,Singapore Port,12836,36,36168.83
RTE001529,Shanghai Port,Singapore Port,19672,14,34534.04
RTE001530,Lagos Port,Shanghai Port,2311,19,7599.27
RTE001531,Dubai Port,Dubai Port,15731,38,6030.95
RTE001532,Hamburg Port,Rotterdam Port,14423,22,48258.21
RTE001533,Los Angeles Port,Lagos Port,11728,16,35982.43
RTE001534,Lagos Port,Rotterdam Port,2122,21,24529.53
RTE001535,Dubai Port,Lagos Port,19695,37,9106.52
RTE001536,Singapore Port,Lagos Port,17866,31,1034.31
RTE001537,Durban Port,Shanghai Port,11253,15,23287.74
RTE001538,Singapore Port,Hamburg Port,13746,27,39330.49
RTE001539,Dubai Port,Hamburg Port,1316,15,41702.45
RTE001540,Dubai Port,Dubai Port,18613,29,11148.65
RTE001541,Rotterdam Port,Rotterdam Port,1114,25,30867.94
RTE001542,Rotterdam Port,Singapore Port,11955,30,2739.56
RTE001543,Singapore Port,Dubai Port,9413,10,4704.94
RTE001544,Singapore Port,Hamburg Port,17510,32,44994.71
RTE001545,Durban Port,Lagos Port,3384,28,48110.56
RTE001546,Lagos Port,Durban Port,15354,34,20709.2
RTE001547,Los Angeles Port,Shanghai Port,17460,25,8858.61
RTE001548,Hamburg Port,Hamburg Port,15698,11,26228.72
RTE001549,Los Angeles Port,Durban Port,8852,9,34047.12
RTE001550,Shanghai Port,Lagos Port,4446,6,32095.14
RTE001551,Lagos Port,Singapore Port,13390,27,10212.42
RTE001552,Durban Port,Shanghai Port,18044,30,5882.77
RTE001553,Shanghai Port,Hamburg Port,1281,37,31636.69
RTE001554,Durban Port,Lagos Port,3412,37,47322.3
RTE001555,Lagos Port,Dubai Port,6971,6,20982.47
RTE001556,Lagos Port,Dubai Port,15138,25,29952.42
RTE001557,Hamburg Port,Dubai Port,821,8,4405.6
RTE001558,Rotterdam Port,Singapore Port,7992,39,21377.98
RTE001559,Lagos Port,Durban Port,19744,18,39637.94
RTE001560,Shanghai Port,Hamburg Port,3685,9,25804.47
RTE001561,Rotterdam Port,Los Angeles Port,4106,12,3755.86
RTE001562,Hamburg Port,Singapore Port,4083,38,26198.89
RTE001563,Shanghai Port,Durban Port,18063,3,8123.92
RTE001564,Shanghai Port,Hamburg Port,16817,32,40407.78
RTE001565,Dubai Port,Durban Port,3506,37,24320.16
RTE001566,Hamburg Port,Los Angeles Port,3851,22,15294.94
RTE001567,Los Angeles Port,Dubai Port,13018,28,16760.97
RTE001568,Durban Port,Shanghai Port,1030,20,41333.81
RTE001569,Lagos Port,Singapore Port,11306,12,1656.46
RTE001570,Shanghai Port,Durban Port,16139,36,24641.77
RTE001571,Rotterdam Port,Rotterdam Port,13593,24,19597.83
RTE001572,Singapore Port,Rotterdam Port,11150,33,40079.63
RTE001573,Dubai Port,Durban Port,5401,11,15914.7
RTE001574,Shanghai Port,Rotterdam Port,1327,14,43497.81
RTE001575,Durban Port,Dubai Port,2759,19,36934.43
RTE001576,Los Angeles Port,Dubai Port,12610,5,3092.11
RTE001577,Dubai Port,Lagos Port,19439,10,48631.48
RTE001578,Rotterdam Port,Dubai Port,17324,31,40430.4
RTE001579,Los Angeles Port,Shanghai Port,18471,22,17275.29
RTE001580,Los Angeles Port,Durban Port,12232,22,14951.15
RTE001581,Shanghai Port,Shanghai Port,13081,28,35501.81
RTE001582,Lagos Port,Rotterdam Port,2895,14,24635.02
RTE001583,Dubai Port,Durban Port,2968,23,5487.57
RTE001584,Lagos Port,Rotterdam Port,7372,18,25337.48
RTE001585,Singapore Port,Rotterdam Port,12591,34,48099.9
RTE001586,Rotterdam Port,Shanghai Port,8250,19,26714.4
RTE001587,Durban Port,Hamburg Port,14327,15,43053.44
RTE001588,Singapore Port,Hamburg Port,8505,14,44070.37
RTE001589,Hamburg Port,Los Angeles Port,10802,38,17185.62
RTE001590,Shanghai Port,Lagos Port,10346,11,30017.46
RTE001591,Singapore Port,Rotterdam Port,2955,7,41541.06
RTE001592,Lagos Port,Durban Port,10168,6,29078.71
RTE001593,Rotterdam Port,Lagos Port,9061,13,35218.71
RTE001594,Shanghai Port,Lagos Port,1983,32,3928.95
RTE001595,Hamburg Port,Dubai Port,16785,39,3446.06
RTE001596,Hamburg Port,Los Angeles Port,9063,34,30863.33
RTE001597,Lagos Port,Lagos Port,11280,14,31551.36
RTE001598,Durban Port,Shanghai Port,510,8,6442.27
RTE001599,Durban Port,Durban Port,13801,38,26362.9
RTE001600,Rotterdam Port,Dubai Port,17390,16,21592.64
RTE001601,Lagos Port,Hamburg Port,1928,17,43954.15
RTE001602,Dubai Port,Shanghai Port,6848,14,39871.68
RTE001603,Lagos Port,Lagos Port,18103,30,10024.79
RTE001604,Lagos Port,Lagos Port,12502,22,49378.62
RTE001605,Lagos Port,Singapore Port,9001,10,19088.84
RTE001606,Singapore Port,Los Angeles Port,2261,35,31363.45
RTE001607,Singapore Port,Los Angeles Port,9173,26,27520.66
RTE001608,Dubai Port,Dubai Port,11620,5,12432.01
RTE001609,Hamburg Port,Los Angeles Port,7120,13,47796.49
RTE001610,Los Angeles Port,Los Angeles Port,12670,13,43435.49
RTE001611,Los Angeles Port,Singapore Port,13890,5,15933.61
RTE001612,Los Angeles Port,Los Angeles Port,16021,14,32778.35
RTE001613,Rotterdam Port,Durban Port,11855,19,28180.23
RTE001614,Dubai Port,Singapore Port,6806,4,45338.81
RTE001615,Durban Port,Shanghai Port,13930,4,8655.12
RTE001616,Durban Port,Shanghai Port,17232,35,6692.92
RTE001617,Lagos Port,Los Angeles Port,11256,22,11472.95
RTE001618,Hamburg Port,Shanghai Port,14152,26,27624.06
RTE001619,Hamburg Port,Hamburg Port,3906,21,8561.49
RTE001620,Rotterdam Port,Durban Port,4960,24,15675.11
RTE001621,Singapore Port,Los Angeles Port,7538,13,26113.08
RTE001622,Los Angeles Port,Dubai Port,1119,17,45214.81
RTE001623,Singapore Port,Lagos Port,17048,18,11906.03
RTE001624,Durban Port,Los Angeles Port,14119,28,27491.38
RTE001625,Dubai Port,Singapore Port,11683,25,2569.23
RTE001626,Los Angeles Port,Singapore Port,6733,20,7240.31
RTE001627,Los Angeles Port,Los Angeles Port,714,30,36769.52
RTE001628,Los Angeles Port,Singapore Port,2598,32,29098.12
RTE001629,Dubai Port,Los Angeles Port,14693,20,35978.71
RTE001630,Los Angeles Port,Singapore Port,4380,36,10788.85
RTE001631,Lagos Port,Dubai Port,9846,21,34822.53
RTE001632,Dubai Port,Durban Port,5440,23,27523.86
RTE001633,Singapore Port,Los Angeles Port,2474,14,40081.46
RTE001634,Dubai Port,Singapore Port,15585,7,29449.5
RTE001635,Hamburg Port,Singapore Port,8813,38,15854.63
RTE001636,Los Angeles Port,Hamburg Port,18211,20,20087.18
RTE001637,Los Angeles Port,Dubai Port,4233,36,39177.35
RTE001638,Durban Port,Singapore Port,11229,18,25105.38
RTE001639,Los Angeles Port,Rotterdam Port,1921,23,23872.67
RTE001640,Los Angeles Port,Durban Port,11241,17,37216.17
RTE001641,Los Angeles Port,Hamburg Port,4226,14,16655.44
RTE001642,Hamburg Port,Dubai Port,5852,7,46991.17
RTE001643,Durban Port,Los Angeles Port,9794,11,14422.48
RTE001644,Dubai Port,Dubai Port,14199,31,36900.76
RTE001645,Lagos Port,Dubai Port,5799,24,13709.23
RTE001646,Rotterdam Port,Los Angeles Port,9730,12,8776.54
RTE001647,Shanghai Port,Los Angeles Port,14097,3,28463.2
RTE001648,Los Angeles Port,Lagos Port,15784,38,36215.64
RTE001649,Lagos Port,Hamburg Port,2450,15,32075.16
RTE001650,Singapore Port,Singapore Port,8402,18,4259.27
RTE001651,Dubai Port,Shanghai Port,19695,29,44135.62
RTE001652,Singapore Port,Durban Port,16543,18,28516.49
RTE001653,Lagos Port,Hamburg Port,5865,18,44202.58
RTE001654,Los Angeles Port,Dubai Port,16878,12,20778.17
RTE001655,Rotterdam Port,Singapore Port,4665,13,14790.15
RTE001656,Durban Port,Shanghai Port,15247,39,10863.7
RTE001657,Hamburg Port,Singapore Port,548,3,28614.81
RTE001658,Singapore Port,Dubai Port,6693,23,29852.32
RTE001659,Dubai Port,Shanghai Port,2978,25,43479.94
RTE001660,Dubai Port,Hamburg Port,6619,29,38822.8
RTE001661,Dubai Port,Dubai Port,7199,25,46970.13
RTE001662,Los Angeles Port,Hamburg Port,16679,4,28633.46
RTE001663,Dubai Port,Shanghai Port,3061,2,20774.75
RTE001664,Lagos Port,Shanghai Port,18469,26,24049.4
RTE001665,Hamburg Port,Rotterdam Port,7485,6,9419.38
RTE001666,Lagos Port,Hamburg Port,16114,36,3828.54
RTE001667,Lagos Port,Singapore Port,16268,32,43432.2
RTE001668,Rotterdam Port,Rotterdam Port,1438,23,30524.54
RTE001669,Singapore Port,Hamburg Port,18165,27,25030.65
RTE001670,Hamburg Port,Durban Port,15826,8,49422.85
RTE001671,Los Angeles Port,Dubai Port,18133,20,25366.02
RTE001672,Singapore Port,Durban Port,3298,38,16717.57
RTE001673,Durban Port,Rotterdam Port,17652,7,13805.62
RTE001674,Dubai Port,Los Angeles Port,4881,22,41362.11
RTE001675,Lagos Port,Los Angeles Port,12121,9,11834.49
RTE001676,Shanghai Port,Rotterdam Port,19421,9,1674.75
RTE001677,Shanghai Port,Los Angeles Port,3939,12,43495.18
RTE001678,Singapore Port,Singapore Port,13529,32,2513.14
RTE001679,Dubai Port,Rotterdam Port,501,16,15063.91
RTE001680,Lagos Port,Rotterdam Port,17409,2,10488.84
RTE001681,Singapore Port,Durban Port,13366,14,25730.75
RTE001682,Lagos Port,Shanghai Port,10220,13,19917.56
RTE001683,Singapore Port,Hamburg Port,19185,8,28827.72
RTE001684,Hamburg Port,Durban Port,1750,24,3221.5
RTE001685,Singapore Port,Dubai Port,15647,26,11572.44
RTE001686,Rotterdam Port,Dubai Port,11720,28,25928.32
RTE001687,Lagos Port,Durban Port,3444,30,48562.62
RTE001688,Los Angeles Port,Dubai Port,10845,14,15926.09
RTE001689,Rotterdam Port,Hamburg Port,9802,5,7680.79
RTE001690,Lagos Port,Singapore Port,16497,12,11712.29
RTE001691,Durban Port,Hamburg Port,9214,12,9144.86
RTE001692,Los Angeles Port,Rotterdam Port,6994,27,15214.04
RTE001693,Lagos Port,Lagos Port,14994,12,11845.5
RTE001694,Durban Port,Lagos Port,12809,32,23859.26
RTE001695,Lagos Port,Dubai Port,19701,18,39049.49
RTE001696,Los Angeles Port,Los Angeles Port,13148,35,45911.01
RTE001697,Lagos Port,Los Angeles Port,8381,35,6913.85
RTE001698,Durban Port,Singapore Port,7006,5,18713.19
RTE001699,Durban Port,Shanghai Port,17268,16,12563.82
RTE001700,Hamburg Port,Singapore Port,2419,6,32349.07
RTE001701,Hamburg Port,Hamburg Port,10160,20,17723.93
RTE001702,Shanghai Port,Rotterdam Port,2102,4,30607.53
RTE001703,Durban Port,Lagos Port,3403,32,43057.22
RTE001704,Lagos Port,Dubai Port,13399,35,32598.78
RTE001705,Durban Port,Lagos Port,17575,35,17188.26
RTE001706,Singapore Port,Hamburg Port,14728,8,40217.07
RTE001707,Shanghai Port,Hamburg Port,2479,35,1492.53
RTE001708,Dubai Port,Shanghai Port,4776,33,47566.74
RTE001709,Hamburg Port,Singapore Port,1531,24,31635.0
RTE001710,Singapore Port,Los Angeles Port,16811,15,15786.11
RTE001711,Dubai Port,Dubai Port,6310,20,12990.01
RTE001712,Singapore Port,Lagos Port,18768,24,27946.05
RTE001713,Hamburg Port,Rotterdam Port,14332,33,8319.81
RTE001714,Lagos Port,Rotterdam Port,13798,24,15205.28
RTE001715,Los Angeles Port,Shanghai Port,17937,30,33704.29
RTE001716,Rotterdam Port,Los Angeles Port,11271,39,2665.61
RTE001717,Rotterdam Port,Shanghai Port,5159,17,9660.82
RTE001718,Rotterdam Port,Hamburg Port,16129,21,41512.99
RTE001719,Lagos Port,Hamburg Port,9071,22,23019.15
RTE001720,Lagos Port,Shanghai Port,18168,23,38518.27
RTE001721,Durban Port,Singapore Port,15650,12,13869.41
RTE001722,Durban Port,Rotterdam Port,13527,22,39735.24
RTE001723,Singapore Port,Shanghai Port,8324,33,29886.95
RTE001724,Singapore Port,Durban Port,1181,35,43386.19
RTE001725,Lagos Port,Hamburg Port,16624,34,9170.04
RTE001726,Dubai Port,Lagos Port,10414,30,25689.53
RTE001727,Durban Port,Durban Port,4926,6,3840.62
RTE001728,Lagos Port,Durban Port,10422,2,29723.81
RTE001729,Los Angeles Port,Dubai Port,4824,5,46019.15
RTE001730,Rotterdam Port,Los Angeles Port,13379,20,13052.24
RTE001731,Los Angeles Port,Durban Port,10305,26,12753.28
RTE001732,Hamburg Port,Hamburg Port,17042,11,30962.62
RTE001733,Los Angeles Port,Hamburg Port,3794,22,38256.95
RTE001734,Hamburg Port,Shanghai Port,11925,30,32577.73
RTE001735,Shanghai Port,Singapore Port,13782,19,12326.44
RTE001736,Hamburg Port,Dubai Port,11915,11,47086.53
RTE001737,Singapore Port,Hamburg Port,19064,5,29772.37
RTE001738,Rotterdam Port,Los Angeles Port,14319,21,5222.69
RTE001739,Singapore Port,Rotterdam Port,8262,15,25566.11
RTE001740,Singapore Port,Singapore Port,8256,7,9975.43
RTE001741,Shanghai Port,Singapore Port,1227,32,8467.27
RTE001742,Rotterdam Port,Lagos Port,6570,21,11801.86
RTE001743,Hamburg Port,Rotterdam Port,4978,28,41026.18
RTE001744,Lagos Port,Shanghai Port,9733,14,16273.49
RTE001745,Rotterdam Port,Durban Port,3578,20,38407.67
RTE001746,Rotterdam Port,Hamburg Port,11613,18,1984.58
RTE001747,Rotterdam Port,Los Angeles Port,13799,34,15116.99
RTE001748,Los Angeles Port,Shanghai Port,2221,5,10454.54
RTE001749,Rotterdam Port,Rotterdam Port,19927,18,8021.83
RTE001750,Rotterdam Port,Hamburg Port,3489,8,22686.84
RTE001751,Durban Port,Lagos Port,8838,8,31455.16
RTE001752,Hamburg Port,Durban Port,18112,28,43187.73
RTE001753,Singapore Port,Los Angeles Port,4141,25,11441.17
RTE001754,Los Angeles Port,Lagos Port,8690,37,21300.3
RTE001755,Dubai Port,Dubai Port,13314,27,34511.46
RTE001756,Rotterdam Port,Hamburg Port,13009,14,28351.61
RTE001757,Durban Port,Los Angeles Port,13697,27,8551.05
RTE001758,Lagos Port,Los Angeles Port,18239,5,12888.44
RTE001759,Durban Port,Shanghai Port,2349,18,45872.84
RTE001760,Los Angeles Port,Singapore Port,7729,12,43492.1
RTE001761,Dubai Port,Durban Port,11477,25,49877.4
RTE001762,Singapore Port,Shanghai Port,18330,39,23863.76
RTE001763,Dubai Port,Singapore Port,12656,27,17625.02
RTE001764,Lagos Port,Lagos Port,6587,8,33134.47
RTE001765,Singapore Port,Rotterdam Port,10845,27,15971.77
RTE001766,Dubai Port,Dubai Port,16420,22,35024.01
RTE001767,Hamburg Port,Hamburg Port,16565,38,26303.85
RTE001768,Singapore Port,Shanghai Port,6390,8,25841.93
RTE001769,Los Angeles Port,Shanghai Port,4224,8,41337.35
RTE001770,Durban Port,Hamburg Port,11940,15,15991.98
RTE001771,Lagos Port,Dubai Port,4950,17,30757.75
RTE001772,Durban Port,Hamburg Port,12074,27,33289.41
RTE001773,Shanghai Port,Shanghai Port,5415,37,9082.26
RTE001774,Dubai Port,Rotterdam Port,3860,33,26528.51
RTE001775,Dubai Port,Lagos Port,9045,29,22893.36
RTE001776,Rotterdam Port,Singapore Port,18244,22,6886.45
RTE001777,Durban Port,Dubai Port,11909,20,3889.97
RTE001778,Dubai Port,Lagos Port,4763,23,37701.93
RTE001779,Shanghai Port,Singapore Port,13763,12,9479.97
RTE001780,Shanghai Port,Shanghai Port,18854,24,11135.32
RTE001781,Lagos Port,Dubai Port,4640,6,35466.63
RTE001782,Lagos Port,Singapore Port,3067,7,32225.58
RTE001783,Durban Port,Dubai Port,14407,11,46649.27
RTE001784,Lagos Port,Dubai Port,12304,22,14794.22
RTE001785,Rotterdam Port,Los Angeles Port,3987,39,31710.11
