date,fuel_price,region
2023-03-01,593.39,Asia
2024-12-28,756.54,Asia
2022-06-01,719.2,Asia
2023-01-13,328.28,Africa
2023-12-21,863.55,Africa
2024-10-27,436.42,Americas
2023-10-21,524.95,Europe
2023-01-23,746.45,Asia
2023-07-18,431.76,Asia
2024-05-05,659.49,Americas
2023-12-28,687.18,Asia
2024-06-12,500.41,Europe
2022-05-01,623.54,Asia
2024-07-21,778.3,Asia
2023-08-01,537.22,Americas
2022-05-19,634.25,Americas
2024-09-26,345.78,Asia
2022-04-10,492.22,Americas
2022-10-28,894.75,Africa
2022-03-03,661.7,Asia
2023-08-23,508.13,Asia
2022-06-15,331.18,Asia
2024-04-30,845.5,Americas
2022-07-06,497.28,Europe
2022-07-01,535.62,Asia
2022-11-30,478.24,Asia
2022-06-24,898.51,Americas
2022-12-29,842.45,Africa
2022-08-22,845.47,Europe
2022-03-06,702.82,Asia
2023-05-27,384.81,Europe
2023-06-02,833.8,Americas
2024-07-08,844.33,Europe
2023-10-28,566.5,Asia
2022-04-21,712.42,Africa
2024-01-30,858.29,Asia
2022-05-22,434.54,Europe
2023-05-31,712.87,Africa
2024-02-05,844.98,Europe
2022-01-14,795.59,Africa
2022-03-12,531.79,Africa
2022-03-04,425.47,Americas
2024-10-24,645.66,Asia
2022-08-03,882.64,Africa
2023-05-22,439.97,Asia
2024-09-23,659.29,Asia
2024-05-21,336.85,Asia
2022-03-27,348.34,Africa
2023-01-05,609.66,Asia
2022-07-29,598.93,Europe
2022-12-09,418.76,Europe
2024-07-27,526.64,Europe
2024-04-12,658.85,Americas
2023-03-22,695.8,Americas
2024-10-19,463.93,Americas
2022-05-04,395.73,Americas
2022-11-15,759.13,Asia
2022-07-04,571.24,Europe
2023-01-03,871.05,Africa
2024-08-08,552.66,Africa
2023-10-09,581.52,Asia
2024-08-30,513.49,Africa
2023-02-13,313.78,Asia
2023-09-21,351.58,Africa
2022-05-29,740.28,Asia
2024-08-28,737.46,Asia
2022-04-22,607.11,Americas
2022-01-11,858.79,Africa
2024-04-16,818.06,Europe
2023-08-11,482.28,Asia
2024-03-20,825.38,Americas
2022-03-23,752.15,Europe
2024-05-23,447.8,Africa
2023-08-23,842.65,Asia
2022-11-22,729.5,Asia
2024-01-01,711.17,Americas
2024-04-02,356.73,Africa
2023-05-14,661.73,Asia
2024-05-15,643.3,Europe
2022-06-01,678.9,Americas
2022-03-16,775.7,Europe
2024-09-17,793.77,Africa
2024-02-29,437.52,Americas
2022-10-14,778.56,Asia
2024-10-31,330.89,Americas
2024-05-26,780.15,Americas
2024-01-28,682.71,Africa
2023-08-06,426.82,Asia
2024-05-09,711.77,Europe
2022-05-19,395.29,Americas
2024-05-24,525.72,Africa
2023-01-30,302.06,Europe
2022-12-29,571.89,Europe
2024-08-02,403.91,Americas
2023-04-24,739.77,Europe
2024-07-06,334.36,Europe
2024-05-10,593.09,Asia
2024-03-08,898.04,Asia
2023-12-10,484.18,Asia
2022-02-17,887.69,Asia
2022-08-24,635.42,Africa
2024-01-22,613.56,Asia
2023-08-09,619.11,Europe
2022-06-20,651.67,Americas
2022-06-06,466.75,Americas
2024-10-21,731.95,Europe
2024-02-21,455.78,Asia
2024-03-21,727.64,Americas
2024-11-04,598.42,Europe
2024-04-03,867.19,Americas
2022-09-11,758.91,Africa
2023-06-09,322.86,Asia
2024-04-15,583.62,Africa
2023-11-13,820.39,Africa
2023-03-20,416.1,Africa
2023-09-06,668.78,Asia
2023-08-27,888.48,Europe
2023-08-01,646.0,Americas
2023-01-14,588.22,Americas
2022-03-09,610.23,Asia
2022-08-17,302.76,Africa
2022-10-09,651.56,Americas
2023-03-20,376.39,Africa
2024-07-15,446.44,Africa
2023-12-27,825.56,Asia
2023-11-25,763.22,Europe
2024-03-24,882.49,Asia
2023-02-23,832.65,Asia
2022-06-26,740.3,Americas
2022-10-24,698.52,Americas
2024-01-12,492.72,Americas
2023-03-02,618.26,Africa
2023-06-11,336.87,Americas
2023-09-27,695.98,Asia
2022-02-24,742.19,Africa
2024-10-13,466.15,Americas
2024-08-18,536.16,Africa
2023-04-23,831.92,Asia
2024-08-24,751.62,Africa
2022-12-30,498.31,Americas
2022-10-09,746.65,Asia
2023-06-11,647.79,Americas
2024-05-26,618.87,Europe
2024-11-29,810.66,Americas
2024-11-01,772.02,Asia
2023-12-19,532.65,Americas
2024-08-28,899.57,Europe
2023-09-10,676.71,Americas
2024-09-10,775.54,Europe
2023-09-16,373.07,Africa
2022-04-06,336.27,Asia
2024-09-27,396.41,Asia
2022-10-05,679.31,Africa
2023-01-13,413.56,Europe
2022-09-09,835.31,Europe
2022-01-23,433.2,Europe
2023-02-18,423.42,Americas
2024-03-04,636.93,Africa
2022-02-25,305.35,Americas
2022-12-02,764.72,Europe
2022-04-14,815.87,Europe
2023-08-05,828.21,Americas
2024-03-23,747.68,Americas
2022-08-10,503.62,Americas
2023-11-14,606.05,Europe
2023-07-18,818.56,Asia
2023-04-13,558.99,Europe
2022-10-25,768.27,Americas
2022-12-26,417.38,Asia
2024-10-06,754.22,Asia
2024-10-24,541.33,Africa
2023-10-27,391.14,Asia
2024-07-07,757.51,Americas
2023-09-15,517.67,Europe
2022-03-30,454.51,Europe
2023-11-20,394.29,Americas
2023-07-01,754.84,Americas
2024-04-16,588.61,Americas
2023-05-06,859.69,Asia
2023-01-02,337.59,Europe
2023-08-28,684.83,Africa
2022-11-14,670.48,Europe
2022-06-17,809.94,Asia
2022-09-09,873.3,Africa
2024-08-24,654.72,Asia
2023-03-23,588.07,Americas
2022-11-17,438.87,Asia
2023-06-11,332.62,Asia
2024-11-19,395.66,Europe
2022-08-08,347.82,Europe
2024-12-15,810.45,Asia
2024-07-05,329.82,Europe
2023-12-06,339.54,Europe
2022-05-31,414.18,Europe
2022-04-16,743.01,Americas
2024-06-06,335.76,Europe
2024-12-08,812.3,Americas
2022-04-08,682.67,Asia
2022-12-13,563.2,Africa
2023-11-02,493.45,Asia
2024-11-08,764.08,Americas
2024-03-29,747.25,Americas
2023-09-21,618.12,Americas
2023-05-28,809.87,Europe
